RECORDING_SESSION_LABEL	order_bq3ans	trial	itemid	ACC_B_Q1	ACC_B_Q2	ACC_B_Q3	ACC_T_Q1	ACC_T_Q2	ACC_T_Q3	RESPONSE_B_Q1	RESPONSE_B_Q2	RESPONSE_B_Q3	RESPONSE_T_Q1	RESPONSE_T_Q2	RESPONSE_T_Q3	TOTAL_CORRECT	order_bq1ans	order_bq2ans	order_tq1ans	order_tq2ans	order_tq3ans	topic	version
14	[4, 3, 2, 1]	10	b3	0	0	0	1	1	1	1	4	2	3	2	1	26	[2, 4, 1, 3]	[3, 4, 1, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	[1, 4, 3, 2]	bio	14
14	[4, 2, 3, 1]	11	p5	0	0	0	1	1	1	2	4	3	4	3	1	29	[4, 2, 3, 1]	[1, 4, 3, 2]	[3, 4, 2, 1]	[4, 2, 1, 3]	[1, 3, 2, 4]	physik	14
14	[4, 3, 2, 1]	12	p1	0	1	0	0	1	1	3	1	2	4	4	1	32	[1, 4, 2, 3]	[1, 2, 4, 3]	[3, 1, 4, 2]	[2, 3, 4, 1]	[1, 3, 2, 4]	physik	14
15	[1, 4, 2, 3]	1	p0	0	0	0	0	1	1	1	3	2	3	1	3	2	[2, 3, 4, 1]	[1, 2, 3, 4]	[1, 3, 4, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	physik	15
15	[4, 1, 2, 3]	2	p3	1	0	0	0	1	1	2	4	3	4	1	4	5	[4, 1, 2, 3]	[3, 2, 1, 4]	[4, 1, 3, 2]	[1, 3, 2, 4]	[4, 3, 2, 1]	physik	15
15	[2, 1, 4, 3]	3	p5	1	0	0	1	0	0	2	1	4	3	3	1	7	[2, 1, 3, 4]	[3, 4, 1, 2]	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 1, 2, 4]	physik	15
15	[4, 1, 3, 2]	4	b5	0	0	0	0	0	0	1	1	1	2	3	1	7	[4, 3, 2, 1]	[4, 3, 1, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	[2, 4, 1, 3]	bio	15
15	[2, 3, 4, 1]	5	b2	0	1	0	1	1	1	3	2	3	4	4	4	11	[1, 4, 3, 2]	[4, 1, 3, 2]	[4, 3, 2, 1]	[2, 4, 3, 1]	[4, 3, 2, 1]	bio	15
15	[3, 4, 1, 2]	6	b3	0	0	0	0	0	0	1	1	1	1	2	2	11	[4, 1, 2, 3]	[2, 1, 3, 4]	[2, 1, 4, 3]	[1, 4, 2, 3]	[4, 2, 3, 1]	bio	15
15	[1, 4, 2, 3]	7	b1	0	0	0	1	0	0	1	1	2	1	3	1	12	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 4, 1, 3]	bio	15
15	[1, 4, 2, 3]	8	b4	1	1	0	0	0	0	4	1	3	4	2	2	14	[3, 2, 4, 1]	[1, 2, 3, 4]	[3, 4, 1, 2]	[1, 2, 4, 3]	[2, 4, 1, 3]	bio	15
15	[3, 2, 1, 4]	9	p1	0	0	0	0	0	0	1	3	4	2	4	3	14	[2, 1, 3, 4]	[1, 2, 3, 4]	[1, 2, 4, 3]	[2, 1, 4, 3]	[3, 1, 2, 4]	physik	15
15	[1, 3, 4, 2]	10	p2	0	0	0	1	1	0	2	3	2	1	2	4	16	[3, 4, 2, 1]	[1, 3, 4, 2]	[1, 3, 4, 2]	[2, 1, 4, 3]	[3, 1, 4, 2]	physik	15
15	[2, 4, 1, 3]	11	p4	0	0	0	1	1	0	1	2	1	4	2	2	18	[3, 1, 2, 4]	[1, 3, 2, 4]	[4, 2, 3, 1]	[3, 1, 2, 4]	[2, 3, 4, 1]	physik	15
15	[2, 3, 4, 1]	12	b0	0	0	0	0	0	0	2	1	1	1	3	1	18	[3, 4, 1, 2]	[4, 1, 2, 3]	[4, 3, 2, 1]	[2, 1, 3, 4]	[4, 2, 1, 3]	bio	15
16	[4, 2, 1, 3]	1	p0	1	0	0	0	1	1	1	1	2	3	3	3	3	[1, 4, 3, 2]	[4, 3, 1, 2]	[1, 3, 4, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	physik	16
16	[3, 4, 2, 1]	2	b5	0	0	0	0	0	0	2	2	2	1	3	2	3	[1, 3, 2, 4]	[3, 4, 2, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	[1, 4, 3, 2]	bio	16
16	[2, 1, 4, 3]	3	p4	1	0	1	1	0	0	2	4	2	4	2	3	6	[3, 1, 2, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	[4, 3, 1, 2]	[4, 3, 2, 1]	physik	16
16	[4, 1, 3, 2]	4	p2	1	1	1	1	1	1	1	4	2	1	4	1	12	[1, 4, 2, 3]	[2, 3, 4, 1]	[1, 3, 4, 2]	[3, 2, 4, 1]	[1, 3, 4, 2]	physik	16
16	[2, 3, 1, 4]	5	p5	0	0	1	1	0	1	2	1	3	2	2	1	15	[3, 2, 4, 1]	[2, 1, 3, 4]	[2, 1, 3, 4]	[2, 3, 4, 1]	[1, 4, 2, 3]	physik	16
16	[4, 1, 2, 3]	6	p1	1	0	0	1	1	1	4	1	3	1	3	4	19	[2, 3, 4, 1]	[3, 1, 4, 2]	[1, 4, 3, 2]	[4, 2, 1, 3]	[3, 4, 2, 1]	physik	16
16	[4, 1, 3, 2]	7	b4	0	0	0	0	1	1	3	2	3	2	1	1	21	[3, 2, 4, 1]	[1, 4, 3, 2]	[4, 3, 2, 1]	[1, 3, 2, 4]	[1, 2, 4, 3]	bio	16
16	[2, 1, 4, 3]	8	p3	0	0	0	1	1	1	3	1	1	1	2	1	24	[4, 1, 2, 3]	[2, 3, 4, 1]	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 2, 4, 3]	physik	16
16	[2, 4, 3, 1]	9	b1	0	0	0	0	0	0	2	2	2	3	2	1	24	[4, 3, 2, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[3, 2, 4, 1]	[2, 1, 3, 4]	bio	16
16	[3, 2, 1, 4]	10	b0	0	1	1	0	0	0	4	1	3	3	1	1	26	[1, 3, 4, 2]	[1, 3, 2, 4]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	bio	16
16	[2, 4, 1, 3]	11	b2	1	1	1	1	1	1	2	1	3	3	3	2	32	[2, 1, 4, 3]	[1, 4, 3, 2]	[3, 4, 1, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	bio	16
16	[4, 3, 2, 1]	12	b3	1	0	1	1	1	1	3	3	4	3	3	4	37	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	[4, 3, 2, 1]	bio	16
17	[4, 2, 3, 1]	1	b4	0	0	0	0	0	1	1	1	3	1	3	4	1	[4, 3, 1, 2]	[4, 2, 3, 1]	[2, 4, 3, 1]	[4, 2, 3, 1]	[3, 4, 2, 1]	bio	17
17	[1, 4, 2, 3]	2	p2	0	0	1	1	1	1	2	3	1	4	3	2	5	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 2, 4, 1]	[4, 2, 1, 3]	[3, 1, 2, 4]	physik	17
17	[3, 2, 4, 1]	3	b1	0	0	1	0	1	0	3	1	4	2	4	3	7	[2, 1, 3, 4]	[2, 4, 1, 3]	[3, 2, 1, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	bio	17
17	[2, 3, 1, 4]	4	p5	1	0	0	1	0	1	1	1	1	3	4	3	10	[1, 3, 4, 2]	[4, 2, 3, 1]	[3, 2, 1, 4]	[2, 1, 4, 3]	[4, 3, 1, 2]	physik	17
17	[2, 3, 1, 4]	5	p4	1	1	0	1	0	0	4	1	4	1	2	3	13	[4, 3, 2, 1]	[1, 2, 4, 3]	[1, 4, 2, 3]	[4, 3, 1, 2]	[2, 1, 3, 4]	physik	17
17	[2, 4, 3, 1]	6	b2	1	1	0	1	1	1	3	2	1	4	3	2	18	[4, 2, 1, 3]	[2, 1, 4, 3]	[3, 2, 4, 1]	[2, 3, 1, 4]	[2, 1, 3, 4]	bio	17
17	[4, 2, 1, 3]	7	b3	0	1	0	0	1	1	1	3	2	1	3	2	21	[2, 1, 4, 3]	[2, 4, 1, 3]	[4, 2, 1, 3]	[4, 3, 1, 2]	[3, 1, 2, 4]	bio	17
17	[3, 1, 4, 2]	8	b0	0	0	0	0	0	0	1	4	4	4	4	2	21	[4, 2, 1, 3]	[3, 1, 2, 4]	[3, 1, 4, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	bio	17
17	[1, 3, 2, 4]	9	p1	1	1	1	0	1	0	2	1	1	3	4	2	25	[3, 1, 4, 2]	[1, 3, 4, 2]	[1, 3, 2, 4]	[3, 4, 2, 1]	[4, 2, 1, 3]	physik	17
17	[3, 4, 1, 2]	10	b5	0	0	0	1	0	0	1	1	4	3	3	4	26	[4, 3, 1, 2]	[4, 3, 2, 1]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	bio	17
17	[3, 2, 1, 4]	11	p3	1	1	1	1	1	1	1	4	3	2	2	3	32	[1, 2, 4, 3]	[3, 2, 4, 1]	[4, 1, 3, 2]	[4, 1, 3, 2]	[2, 4, 1, 3]	physik	17
17	[2, 3, 1, 4]	12	p0	0	0	0	1	0	0	3	4	4	1	3	1	33	[2, 4, 3, 1]	[2, 1, 4, 3]	[1, 4, 3, 2]	[1, 2, 3, 4]	[4, 3, 1, 2]	physik	17
18	[2, 1, 4, 3]	1	p4	1	0	0	1	0	0	2	1	1	4	1	3	2	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	[4, 1, 2, 3]	physik	18
18	[1, 4, 3, 2]	2	p3	1	1	1	1	1	0	2	2	1	1	1	3	7	[3, 1, 2, 4]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 2, 4, 3]	[4, 1, 2, 3]	physik	18
18	[1, 2, 3, 4]	3	b2	0	1	1	1	1	1	2	3	1	2	1	4	12	[4, 2, 1, 3]	[3, 2, 1, 4]	[4, 1, 2, 3]	[1, 4, 2, 3]	[2, 3, 4, 1]	bio	18
18	[2, 4, 3, 1]	4	p0	1	0	1	1	1	1	3	3	4	1	1	1	17	[3, 4, 1, 2]	[1, 3, 4, 2]	[1, 2, 4, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	physik	18
18	[2, 1, 3, 4]	5	p5	0	1	0	1	1	1	3	3	3	3	2	4	21	[2, 4, 3, 1]	[3, 2, 1, 4]	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 4, 2, 1]	physik	18
18	[3, 4, 1, 2]	6	b1	0	1	1	1	1	1	4	1	3	2	4	3	26	[2, 4, 1, 3]	[1, 4, 2, 3]	[2, 1, 4, 3]	[3, 4, 2, 1]	[4, 3, 1, 2]	bio	18
18	[2, 4, 1, 3]	7	p2	1	0	1	1	0	1	4	1	3	1	1	4	30	[3, 4, 2, 1]	[2, 3, 1, 4]	[1, 3, 4, 2]	[2, 4, 3, 1]	[4, 2, 3, 1]	physik	18
18	[4, 3, 1, 2]	8	b5	0	1	0	1	1	1	2	2	1	4	3	2	34	[1, 4, 3, 2]	[2, 1, 4, 3]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	bio	18
18	[4, 1, 2, 3]	9	b0	0	1	1	1	1	1	2	2	2	3	4	2	39	[2, 3, 4, 1]	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	bio	18
18	[1, 2, 4, 3]	10	p1	1	1	1	0	1	1	1	3	1	1	3	4	44	[1, 2, 4, 3]	[4, 3, 1, 2]	[2, 3, 4, 1]	[3, 2, 1, 4]	[2, 3, 4, 1]	physik	18
18	[3, 2, 4, 1]	11	b4	1	0	1	1	1	1	1	4	4	3	4	4	49	[1, 3, 2, 4]	[3, 1, 4, 2]	[3, 4, 1, 2]	[2, 4, 3, 1]	[3, 2, 4, 1]	bio	18
18	[2, 3, 4, 1]	12	b3	1	1	1	1	1	1	3	2	4	1	1	2	55	[3, 2, 1, 4]	[2, 1, 3, 4]	[1, 3, 2, 4]	[1, 3, 2, 4]	[2, 1, 4, 3]	bio	18
19	[1, 3, 4, 2]	1	p0	0	0	0	0	1	1	2	2	4	2	3	3	2	[2, 4, 1, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	physik	19
19	[4, 2, 3, 1]	2	p5	0	0	0	1	1	1	3	1	1	4	3	4	5	[2, 1, 4, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	[4, 2, 1, 3]	[2, 4, 3, 1]	physik	19
19	[4, 3, 2, 1]	3	b1	0	0	1	1	1	1	1	2	4	4	3	4	9	[3, 4, 2, 1]	[1, 3, 4, 2]	[2, 4, 3, 1]	[4, 3, 1, 2]	[2, 3, 4, 1]	bio	19
19	[1, 3, 2, 4]	4	p1	1	0	0	0	1	0	4	4	4	1	2	2	11	[4, 3, 2, 1]	[3, 4, 1, 2]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	physik	19
19	[4, 2, 3, 1]	5	b3	0	0	0	1	1	0	2	3	2	1	4	1	13	[1, 2, 3, 4]	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 1, 2, 4]	bio	19
19	[2, 4, 1, 3]	6	b0	0	1	0	0	1	0	1	1	4	1	2	1	15	[3, 4, 1, 2]	[1, 4, 3, 2]	[2, 4, 3, 1]	[3, 1, 4, 2]	[2, 1, 3, 4]	bio	19
19	[4, 3, 2, 1]	7	p3	1	0	0	1	1	1	1	3	3	1	3	3	19	[1, 2, 4, 3]	[2, 3, 4, 1]	[1, 3, 2, 4]	[4, 3, 1, 2]	[4, 3, 1, 2]	physik	19
19	[3, 2, 1, 4]	8	b5	0	0	0	1	1	1	1	3	4	2	2	4	22	[4, 2, 1, 3]	[4, 1, 2, 3]	[3, 1, 2, 4]	[4, 1, 2, 3]	[3, 4, 2, 1]	bio	19
19	[2, 1, 3, 4]	9	b4	0	0	1	0	1	1	2	2	2	4	4	3	25	[1, 3, 4, 2]	[1, 4, 2, 3]	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 3, 1, 2]	bio	19
19	[2, 4, 3, 1]	10	p4	1	0	1	1	1	1	1	4	4	1	3	3	30	[1, 4, 3, 2]	[1, 4, 3, 2]	[1, 2, 4, 3]	[4, 3, 1, 2]	[2, 4, 1, 3]	physik	19
19	[2, 4, 3, 1]	11	b2	0	1	0	1	1	1	2	1	1	1	1	4	34	[3, 2, 4, 1]	[1, 3, 4, 2]	[1, 4, 3, 2]	[1, 2, 4, 3]	[4, 3, 2, 1]	bio	19
19	[3, 1, 2, 4]	12	p2	1	0	1	1	0	1	1	3	2	4	4	2	38	[1, 4, 2, 3]	[3, 2, 4, 1]	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 1, 4, 3]	physik	19
2	[3, 1, 2, 4]	1	p1	1	1	0	0	1	1	2	4	4	1	4	3	4	[2, 1, 3, 4]	[3, 4, 2, 1]	[2, 4, 1, 3]	[3, 4, 2, 1]	[2, 4, 1, 3]	physik	2
2	[1, 3, 4, 2]	2	p0	1	1	0	1	0	1	4	2	2	3	3	4	8	[4, 3, 2, 1]	[3, 1, 4, 2]	[3, 4, 1, 2]	[2, 4, 3, 1]	[3, 4, 2, 1]	physik	2
2	[1, 3, 4, 2]	3	p3	0	0	1	1	1	0	1	3	1	4	2	1	11	[2, 3, 4, 1]	[3, 4, 2, 1]	[3, 4, 2, 1]	[3, 1, 4, 2]	[3, 2, 4, 1]	physik	2
2	[3, 1, 2, 4]	4	p5	0	0	0	1	1	1	3	4	4	4	1	1	14	[2, 3, 4, 1]	[1, 2, 3, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	physik	2
2	[1, 2, 4, 3]	5	b3	0	0	1	0	1	0	2	3	1	2	2	2	16	[1, 4, 2, 3]	[4, 2, 3, 1]	[2, 4, 3, 1]	[2, 1, 3, 4]	[3, 2, 4, 1]	bio	2
2	[1, 3, 4, 2]	6	b4	1	0	0	0	1	1	4	2	3	1	1	4	19	[3, 2, 4, 1]	[3, 4, 2, 1]	[3, 4, 1, 2]	[1, 4, 2, 3]	[2, 3, 4, 1]	bio	2
2	[3, 4, 2, 1]	7	b0	1	0	0	1	1	0	2	1	3	2	3	2	22	[2, 1, 3, 4]	[2, 1, 4, 3]	[4, 1, 3, 2]	[3, 2, 1, 4]	[3, 2, 4, 1]	bio	2
2	[1, 4, 2, 3]	8	b5	1	1	0	1	0	1	1	3	2	1	3	4	26	[1, 3, 2, 4]	[2, 4, 1, 3]	[1, 3, 2, 4]	[1, 3, 2, 4]	[2, 4, 3, 1]	bio	2
2	[3, 2, 4, 1]	9	b2	1	1	0	1	1	1	4	1	3	3	3	2	31	[3, 2, 4, 1]	[1, 2, 4, 3]	[3, 2, 1, 4]	[2, 4, 1, 3]	[4, 1, 2, 3]	bio	2
2	[3, 2, 4, 1]	10	b1	1	0	1	1	0	1	1	2	4	2	1	2	35	[1, 3, 4, 2]	[4, 2, 3, 1]	[2, 1, 3, 4]	[2, 4, 3, 1]	[4, 1, 3, 2]	bio	2
2	[3, 4, 2, 1]	11	p2	0	0	0	1	1	1	1	1	3	4	1	2	38	[4, 3, 1, 2]	[3, 1, 2, 4]	[4, 2, 3, 1]	[1, 4, 2, 3]	[3, 1, 2, 4]	physik	2
2	[3, 4, 1, 2]	12	p4	1	0	0	1	1	1	1	2	1	4	1	3	42	[1, 3, 2, 4]	[1, 4, 3, 2]	[3, 2, 4, 1]	[1, 3, 2, 4]	[3, 2, 1, 4]	physik	2
20	[3, 2, 4, 1]	1	p1	1	0	1	0	0	0	2	2	4	3	3	1	2	[4, 1, 3, 2]	[1, 2, 4, 3]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 2, 1]	physik	20
20	[4, 1, 2, 3]	2	p2	0	0	0	0	1	1	3	2	3	4	1	3	4	[3, 1, 2, 4]	[2, 3, 1, 4]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 2, 1, 4]	physik	20
20	[4, 2, 3, 1]	3	p0	1	0	0	1	1	0	2	4	1	1	3	3	7	[3, 1, 4, 2]	[3, 1, 4, 2]	[1, 4, 2, 3]	[3, 4, 1, 2]	[1, 4, 2, 3]	physik	20
20	[2, 3, 1, 4]	4	b0	0	0	0	0	0	0	4	3	2	3	1	2	7	[1, 3, 2, 4]	[4, 2, 3, 1]	[3, 1, 4, 2]	[2, 1, 3, 4]	[2, 3, 1, 4]	bio	20
20	[1, 3, 4, 2]	5	p5	0	0	1	1	0	1	1	3	1	4	3	3	10	[2, 1, 4, 3]	[3, 2, 4, 1]	[3, 4, 2, 1]	[4, 3, 2, 1]	[2, 4, 1, 3]	physik	20
20	[3, 1, 4, 2]	6	b2	0	0	0	1	1	1	2	4	3	4	4	3	13	[3, 2, 4, 1]	[3, 4, 1, 2]	[3, 4, 2, 1]	[3, 2, 4, 1]	[2, 3, 1, 4]	bio	20
20	[2, 3, 1, 4]	7	b1	0	1	1	0	0	0	1	3	3	1	3	1	15	[2, 1, 3, 4]	[4, 3, 1, 2]	[4, 1, 2, 3]	[4, 1, 3, 2]	[4, 3, 2, 1]	bio	20
20	[1, 2, 3, 4]	8	b5	0	1	1	1	1	0	3	3	1	4	2	4	19	[1, 4, 2, 3]	[3, 4, 1, 2]	[3, 4, 2, 1]	[4, 1, 2, 3]	[2, 1, 4, 3]	bio	20
20	[2, 4, 1, 3]	9	p3	0	0	1	1	1	1	1	1	3	3	1	3	23	[4, 1, 3, 2]	[2, 3, 4, 1]	[4, 2, 1, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	physik	20
20	[1, 4, 2, 3]	10	b4	1	0	1	1	1	1	1	3	1	3	1	1	28	[1, 2, 4, 3]	[2, 1, 4, 3]	[3, 4, 1, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	bio	20
20	[3, 1, 4, 2]	11	p4	0	1	0	1	0	0	4	3	4	2	2	3	30	[2, 4, 1, 3]	[3, 2, 1, 4]	[3, 1, 4, 2]	[4, 3, 2, 1]	[3, 4, 2, 1]	physik	20
20	[4, 2, 3, 1]	12	b3	1	0	0	0	0	0	2	4	3	3	2	4	31	[2, 1, 3, 4]	[2, 1, 4, 3]	[1, 3, 4, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	bio	20
21	[1, 2, 4, 3]	1	p5	0	0	0	1	1	1	2	3	2	2	4	4	3	[3, 2, 1, 4]	[4, 3, 2, 1]	[2, 1, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	physik	21
22	[1, 3, 4, 2]	1	b0	0	0	0	0	1	1	4	3	3	2	2	1	2	[1, 2, 4, 3]	[4, 3, 2, 1]	[4, 2, 3, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	bio	22
22	[3, 4, 1, 2]	2	b4	0	0	0	1	1	1	3	2	4	3	2	4	5	[3, 2, 4, 1]	[2, 4, 1, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	bio	22
22	[1, 3, 2, 4]	3	p4	1	0	0	1	0	0	3	3	3	2	4	4	7	[2, 3, 1, 4]	[3, 1, 4, 2]	[3, 1, 4, 2]	[2, 4, 1, 3]	[4, 2, 1, 3]	physik	22
22	[4, 1, 3, 2]	4	p0	1	1	0	1	1	1	1	1	1	1	2	3	12	[1, 3, 4, 2]	[1, 3, 4, 2]	[1, 4, 2, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	physik	22
22	[4, 3, 1, 2]	5	b2	1	1	1	1	1	1	1	1	3	1	1	3	18	[1, 2, 4, 3]	[1, 2, 3, 4]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 1, 2]	bio	22
22	[4, 1, 2, 3]	6	b1	0	0	1	1	1	0	4	4	2	2	3	3	21	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 1, 3, 4]	[3, 4, 1, 2]	[3, 4, 2, 1]	bio	22
22	[4, 2, 1, 3]	7	p3	0	0	1	1	1	1	2	3	3	2	2	1	25	[1, 2, 4, 3]	[3, 1, 2, 4]	[4, 1, 3, 2]	[3, 1, 4, 2]	[1, 3, 2, 4]	physik	22
22	[3, 2, 4, 1]	8	p1	0	1	1	0	0	1	1	2	4	3	3	2	28	[2, 1, 4, 3]	[4, 1, 3, 2]	[4, 1, 2, 3]	[3, 1, 2, 4]	[3, 1, 4, 2]	physik	22
22	[1, 4, 2, 3]	9	b3	1	0	1	1	0	1	2	3	1	2	1	1	32	[2, 1, 3, 4]	[2, 3, 4, 1]	[2, 1, 4, 3]	[2, 1, 3, 4]	[1, 3, 4, 2]	bio	22
22	[1, 4, 2, 3]	10	p2	1	0	0	0	1	1	1	2	2	2	3	3	35	[1, 3, 2, 4]	[3, 2, 1, 4]	[1, 2, 3, 4]	[2, 3, 1, 4]	[3, 2, 1, 4]	physik	22
22	[4, 1, 3, 2]	11	p5	0	1	0	0	0	1	1	4	3	1	1	1	37	[4, 2, 1, 3]	[4, 2, 3, 1]	[3, 2, 4, 1]	[2, 4, 1, 3]	[1, 2, 4, 3]	physik	22
22	[1, 3, 2, 4]	12	b5	1	0	0	1	1	0	4	3	4	4	1	1	40	[4, 2, 3, 1]	[3, 1, 2, 4]	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 1, 4, 3]	bio	22
23	[3, 4, 2, 1]	1	p4	1	1	0	1	0	0	2	3	3	1	4	4	3	[3, 1, 2, 4]	[3, 2, 1, 4]	[1, 3, 2, 4]	[4, 2, 1, 3]	[4, 2, 1, 3]	physik	23
23	[2, 1, 4, 3]	2	b3	1	1	1	1	1	1	4	1	2	2	3	1	9	[4, 2, 3, 1]	[1, 3, 4, 2]	[2, 1, 3, 4]	[4, 3, 1, 2]	[1, 4, 2, 3]	bio	23
23	[3, 2, 4, 1]	3	b4	0	1	1	0	1	1	4	1	4	4	3	2	13	[2, 3, 1, 4]	[1, 4, 2, 3]	[1, 3, 4, 2]	[2, 3, 1, 4]	[2, 1, 4, 3]	bio	23
23	[2, 4, 3, 1]	4	p2	1	0	1	1	1	1	3	2	4	4	2	4	18	[3, 4, 1, 2]	[4, 2, 3, 1]	[2, 4, 3, 1]	[3, 1, 4, 2]	[3, 2, 4, 1]	physik	23
23	[3, 4, 2, 1]	5	p5	0	0	0	1	1	1	4	3	2	2	3	3	21	[3, 1, 2, 4]	[2, 3, 4, 1]	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	physik	23
23	[3, 1, 4, 2]	6	p1	0	0	0	0	1	1	4	4	3	4	3	1	23	[1, 2, 3, 4]	[1, 2, 3, 4]	[2, 1, 3, 4]	[2, 4, 1, 3]	[1, 3, 2, 4]	physik	23
23	[1, 4, 3, 2]	7	p0	0	0	1	1	1	1	3	2	1	2	1	2	27	[2, 1, 3, 4]	[1, 4, 2, 3]	[4, 1, 2, 3]	[1, 3, 4, 2]	[4, 1, 3, 2]	physik	23
23	[4, 2, 1, 3]	8	b0	0	0	0	1	1	0	1	4	4	3	4	2	29	[4, 1, 2, 3]	[1, 2, 4, 3]	[3, 4, 1, 2]	[2, 4, 3, 1]	[1, 2, 4, 3]	bio	23
23	[4, 3, 1, 2]	9	b2	0	1	0	1	1	1	4	2	1	1	3	4	33	[4, 3, 1, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	[4, 3, 1, 2]	[4, 2, 3, 1]	bio	23
23	[3, 4, 2, 1]	10	p3	0	0	1	1	1	1	3	2	4	3	3	3	37	[1, 4, 2, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	[3, 2, 1, 4]	[2, 3, 1, 4]	physik	23
23	[4, 1, 3, 2]	11	b1	0	0	1	1	0	1	3	3	2	3	1	2	40	[4, 2, 3, 1]	[1, 3, 4, 2]	[4, 3, 1, 2]	[2, 4, 3, 1]	[4, 1, 3, 2]	bio	23
23	[3, 1, 4, 2]	12	b5	0	0	0	1	1	0	4	4	3	1	4	1	42	[1, 2, 3, 4]	[1, 4, 3, 2]	[1, 3, 2, 4]	[3, 2, 4, 1]	[2, 4, 1, 3]	bio	23
3	[4, 3, 1, 2]	1	p1	1	1	1	1	0	1	2	1	3	3	2	4	5	[2, 1, 3, 4]	[1, 4, 3, 2]	[4, 3, 1, 2]	[3, 2, 4, 1]	[4, 3, 2, 1]	physik	3
3	[3, 4, 2, 1]	2	p3	1	0	0	1	1	0	2	2	1	2	1	1	8	[2, 1, 3, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	[1, 4, 3, 2]	[2, 4, 1, 3]	physik	3
3	[4, 2, 3, 1]	3	b4	1	0	1	0	1	1	2	2	4	1	4	3	12	[3, 1, 2, 4]	[4, 2, 1, 3]	[2, 3, 4, 1]	[3, 2, 4, 1]	[3, 4, 1, 2]	bio	3
3	[3, 2, 1, 4]	4	p5	0	1	1	1	1	1	3	1	3	1	2	3	17	[4, 2, 3, 1]	[1, 4, 2, 3]	[1, 2, 4, 3]	[4, 1, 3, 2]	[3, 2, 1, 4]	physik	3
3	[1, 3, 2, 4]	5	b1	0	0	0	0	0	1	3	4	2	1	3	3	18	[1, 4, 3, 2]	[2, 1, 4, 3]	[3, 1, 4, 2]	[4, 3, 2, 1]	[2, 4, 1, 3]	bio	3
3	[3, 2, 1, 4]	6	b5	0	1	0	1	1	1	4	3	2	2	2	3	22	[4, 1, 3, 2]	[2, 4, 1, 3]	[2, 1, 4, 3]	[4, 1, 3, 2]	[2, 3, 1, 4]	bio	3
