word	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	is_technical_term	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized
eines	53	9	3	360,364	b5	0	5			0	0	0	0	0	0	0	0	ART	eines	5.0	art	eine	4.0	ei-nes	2.0	964.814648028	996.591180085	17543.4333976	7303.86082739	14.1268332777	2911.67645798	1770.37376144	17195.1259819	8521.04898158	2656542.58071	5696942.18272	367047.786942	545487.118897	215066.422067	203192.664321	45007.5949345	21503.4825387	20569.6023896	0.0495844122944	0.245308794672	6240.92070617	1.2842575707	6269.57435805	14.9830049915	10843.2040532	1.7123434276	11254.5822033	25.685151414
anderen	54	10	3	365,371	b5	0	7			0	0	0	0	0	0	0	0	ADJA	anderen	7.0	adja	ander	5.0	an-de-ren	3.0	552.13666031	619.581062027	1102.139625	911.341456315	20.1200352743	1895.94311792	1144.60850876	36966.1621299	73729.6552197	3294494.98274	6949437.49518	826669.040274	1418217.62173	467734.226253	600490.158306	41334.1231877	8435.34898599	1916.32026745	0.00754697456277	0.0962284664744	0.0	0.0	297.041495319	6.42128785349	0.0	0.0	890.05355061	10.7021464225
Prions	55	11	3	372,377	b5	2	6			0	0	0	0	0	0	0	0	NN	Prions	4.0	nn	Prion	5.0	pri-ons	2.0			0.04087539498																									
erfolgen	56	12	3	378,385	b5	0	8		$.	0	0	0	0	0	0	0	0	VVINF	erfolgen	8.0	vvinf	erfolgen	8.0	er-fol-gen	3.0	40.4748161092	40.5647419781	139.64669941	251.130251678	32.1064392675	356.143314591	76.583462007	38130.710308	64583.600887	2841118.15722	6503128.45144	671135.211171	1207009.47782	411223.927292	503277.42532	45007.5949345	12349.7403108	736.043237404	0.0469163033988	0.312186085989	0.0	0.0	5.3056262684	1.2842575707	0.0	0.0	40.0006615274	4.28085856899
Die	57	1	4	387,389	b5	0	3			0	0	0	1	0	0	0	0	ART	Die	3.0	art	d	1.0	die	1.0	4044.09712821	4092.99227569	80100.3069113	4092.99227569	0.428085856899	7006.50513099	7668.65043956	33694.5118659	1928.95487119	1162034.30857	2398782.95191	235702.357048	295575.732669	203871.746843	202066.798517	19121.5915224	6400.40832231	5199.86527143	0.05895410862	0.0848217844714	29483.8638533	0.856171713799	35483.8322812	32.5345251244	29483.8638533	0.856171713799	35649.500257	46.661358402
Ausbildung	58	2	4	390,399	b5	0	10			0	0	0	0	0	0	0	0	NN	Ausbildung	10.0	nn	Ausbildung	10.0	aus-bil-dung	3.0	53.6039929767	53.6039929767	53.9636964525	300.712105789	250.002140429	289.327046721	97.9833797593	9331.58289632	17716.3331878	2086939.62705	4730798.20889	199178.066113	520036.558532	101279.745669	255158.00649	19822.5963712	5396.67212318	2004.56207013	0.0245731339407	0.153625653254	0.0	0.0	0.188026816908	2.1404292845	0.0	0.0	0.351528396828	4.28085856899
amyloider	59	3	4	400,408	b5	2	9			0	0	0	0	0	0	0	0	ADJA	amyloider	9.0	adja	amyloid	7.0	a-my-lo-i-der	5.0																												
Fasern	60	4	4	409,414	b5	1	6			0	0	0	0	0	0	0	0	NN	Fasern	6.0	nn	Faser	5.0	fa-sern	2.0	5.86970671912	5.86970671912	8.11785344302	13.8404087402	13.2706615639	25.9700965684	10.3197572917	978.581481057	5650.73331107	2112157.66111	4895235.8325	440931.878236	768989.888612	225704.480688	323971.523729	11807.4546207	1447.17700911	128.275164526	0.0768758644123	0.355069625398	0.0	0.0	1.90479340607	3.4246868552	0.0	0.0	4.32461678888	5.56511613969
und	61	5	4	415,417	b5	0	3			0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
der	62	6	4	418,420	b5	0	3			0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
infektiöse	63	7	4	421,430	b5	2	10			0	0	0	0	0	0	0	0	ADJA	infektiöse	10.0	adja	infektiös	9.0	in-fek-ti-ö-se	5.0	0.212552053896	0.212552053896	0.743932188635	12.6550222858	29.5379241261	1.38675272938	0.403479232458	38737.9388257	89115.4890025	3437812.75042	7636724.20141	331208.600327	547332.16894	194869.578755	205500.903261	37971.7622471	15391.66268	108.123594801	0.00313013007692	0.327036710923	0.0	0.0	0.024525236988	0.428085856899	0.261602527872	0.428085856899	0.515029976748	2.1404292845
Charakter	64	8	4	431,439	b5	0	9			0	0	0	0	0	0	0	0	NN	Charakter	9.0	nn	Charakter	9.0	cha-rak-ter	3.0	81.0640833243	81.0640833243	99.0002066415	107.894692589	101.884433942	385.265121908	151.335749036	11390.2966897	33043.0911224	2486978.77914	6095992.68829	432745.002601	894947.730717	218806.136479	235225.044735	2901.18020918	1099.78520225	351.634672855	0.0522443077267	0.328449779374	0.0	0.0	0.588605687711	1.2842575707	0.0	0.0	18.6800555058	6.42128785349
sind	65	9	4	440,443	b5	0	4			0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278
eng	66	10	4	444,446	b5	0	3			0	0	0	0	0	0	0	0	ADJD	eng	3.0	adjd	eng	3.0	eng	1.0	32.700315984	32.700315984	136.164115757	32.700315984	0.428085856899	222.762915711	61.7478409981	226.335237083	327.913766385	1378247.02386	2953027.42318	288540.369648	586589.782447	94092.9683227	113245.404498	45007.5949345	2892.41652449	312.525094938	0.0147950468239	0.199523816146	0.0	0.0	6.71991493471	14.1268332777	33.3297970667	0.428085856899	64.9019521492	29.5379241261
miteinander	67	11	4	447,457	b5	0	11			0	0	0	0	0	0	0	0	ADV	miteinander	11.0	adv	miteinander	11.0	mi-tei-nan-der	4.0	59.9723795146	59.9723795146	60.1358810945	133.646191426	192.210549748	279.241572325	112.260337216	43363.5374979	40574.8336886	4418811.20993	9460836.1373	805487.729423	1338509.31943	352335.170849	321749.330046	21052.512481	9522.82251927	6974.74032209	0.0250124247131	0.257379110088	0.0	0.0	1.64319087819	0.428085856899	0.0	0.0	1.65954103619	1.2842575707
verknüpft	68	12	4	458,466	b5	0	9		$.	0	0	0	0	0	0	0	0	VVPP	verknüpft	9.0	vvpp	verknüpfen	10.0	ver-knüpft	2.0	12.8512241817	13.5951563703	17.4864939724	1957.40821448	792.815006978	103.754317844	25.7916340133	15323.7522988	39550.4242331	2075485.55657	4893129.222	306544.059993	544930.607283	133565.903976	147172.492915	23102.1601118	7335.96436261	7300.98319958	0.0466598378611	0.36365178164	0.0	0.0	0.12262618494	2.1404292845	0.0	0.0	1.35706311333	3.4246868552
Der	69	1	5	468,470	b5	0	3			0	0	0	1	0	0	0	0	ART	Der	3.0	art	d	1.0	der	1.0	2141.38019221	2185.87714719	80100.3069113	2185.87714719	0.428085856899	5425.85915635	4106.146075	38163.5169	19310.096833	1132849.1948	2496722.14659	301670.887228	455146.876258	217819.682397	167619.157698	19121.5915224	4739.26497064	2226.87516835	0.0321666594225	0.0561990820768	26530.3631386	0.428085856899	27381.593239	33.8187826951	31474.0214343	0.856171713799	32362.4890195	46.2332725451
Begriff	70	2	5	471,477	b5	0	7			0	0	0	0	0	0	0	0	NN	Begriff	7.0	nn	Begriff	7.0	be-griff	2.0	105.916323472	106.047124736	176.426379813	113.494621701	18.8357777036	323.743728096	191.109490297	22693.103684	47737.1381604	1768223.31589	4021919.70822	83032.1273165	230921.497616	41324.1495913	86204.0770897	17498.1271098	8127.15668292	507.361752649	0.0158042936262	0.145913948133	0.0	0.0	14.7233172718	1.7123434276	0.0	0.0	68.0084821677	5.56511613969
Amyloid	71	3	5	478,484	b5	2	7			0	0	0	0	0	0	0	0	NN	Amyloid	7.0	nn	amyloid	7.0	a-my-lo-id	3.0		0.0572255529719		0.621306003695	5.99320199659	0.504273719775	0.108629024123	2373.19273222	13289.4973416	1004965.42853	2250952.06295	69231.8663893	112035.205781	59522.76652	66620.0053083	19822.5963712	778.349271208	2.55062464675	9.18524285714e-05	0.00157975828571	0.0	0.0	0.0	0.0	0.0	0.0	0.00817507899599	0.428085856899
ist	72	4	5	485,487	b5	0	3			0	0	0	0	0	0	0	0	VAFIN	ist	3.0	vafin	sein	4.0	ist	1.0	6193.1128442	6201.98280491	17044.4184006	6201.98280491	0.428085856899	5647.61352462	10628.2947571	6392.98535058	321.920564388	917956.027182	2251465.76597	202181.475685	311508.232091	153618.244592	108375.49979	37971.7622471	6331.86028492	6216.50992029	0.0707295422332	0.285080866351	0.0	0.0	174.505236248	21.8323787019	0.0	0.0	350.048707529	42.380499833
allgemein	73	5	5	488,496	b5	0	9			0	0	0	0	0	0	0	0	ADJD	allgemein	9.0	adjd	allgemein	9.0	all-ge-mein	3.0	54.2007737434	54.2007737434	322.171688153	91.1521308053	57.3635048245	339.502281839	102.018172084	45087.849685	96959.7342443	3206173.25231	7260778.34571	549719.886232	868474.901326	322471.550051	324132.055925	41334.1231877	9001.42415599	3625.86826186	0.0107651622105	0.154299885422	0.0	0.0	3.65426031121	0.428085856899	64.9101272282	0.428085856899	68.6379632504	2.9966009983
gehalten	74	6	5	497,504	b5	0	8			0	0	0	0	0	0	0	0	VVPP	gehalten	8.0	vvpp	halten	6.0	ge-hal-ten	3.0	71.384789793	71.384789793	581.566944696	159.651117713	50.942216971	418.547187413	134.808618937	63681.3065791	146930.19632	3050561.78448	6955348.5047	615496.637234	1171583.23273	402749.337927	539421.57039	23747.2147199	15623.9820749	1423.42022955	0.0372346236532	0.323297085543	0.0	0.0	35.8558964764	7.70554542419	0.0	0.0	39.7308839205	10.2740605656
und	75	7	5	505,507	b5	0	3			0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
umfasst	76	8	5	508,514	b5	0	7			0	0	0	0	0	0	0	0	VVFIN	umfasst	7.0	vvfin	umfassen	8.0	um-fasst	2.0	0.465979502772	0.670356477671	50.7835907231	9.71199384724	8.13363128109	7.94231108646	1.27251142545	3898.6134224	7298.86386014	1414090.25714	3776639.35479	210366.650903	353361.758234	138306.06003	114806.633618	32509.3788389	2649.44500165	143.619787802	0.0683628709878	0.300821940902	1.23443692839	0.428085856899	1.25078708639	0.856171713799	1.23443692839	0.428085856899	1.44698898229	2.1404292845
Proteinaggregate	77	9	5	515,530	b5	2	16		$,	0	0	0	0	0	0	0	0	NN	Proteinaggregate	16.0	nn	Proteinaggregat	15.0	pro-te-in-ag-gre-ga-te	7.0																												
die	78	10	5	532,534	b5	0	3			0	0	1	0	0	0	0	0	PRELS	die	3.0	prels	die	3.0	die	1.0	3918.55244007	24520.1275636	10789.1994813	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
auf	79	11	5	535,537	b5	0	3			0	0	0	0	0	0	0	0	APPR	auf	3.0	appr	auf	3.0	auf	1.0	5092.06867979	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244
eine	80	12	5	538,541	b5	0	4			0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124
besondere	81	13	5	542,550	b5	0	9			0	0	0	0	0	0	0	0	ADJA	besondere	9.0	adja	besondere	9.0	be-son-de-re	4.0	87.4079446252	87.4079446252	235.311473821	744.357292743	148.117706487	514.107057311	163.843605242	51038.9720159	116693.636076	3812225.3434	8242877.50751	652767.66441	1120563.10414	253739.058362	307489.362066	20337.830725	14068.4280436	3126.49356139	0.00790956526043	0.153562929304	297.450249269	0.428085856899	310.849203744	2.9966009983	297.450249269	0.428085856899	442.484325737	6.84937371039
physikalisch-chemische	82	14	5	551,572	b5	0	22			0	0	0	0	0	0	1	0	ADJA	physikalisch-chemische	22.0	adja	physikalisch-chemisch	21.0	physi-ka-lisch-che-mi-sche	6.0	0.269777606868	0.269777606868	0.956484242531	0.400578870804	4.28085856899	1.89102644916	0.512108256582	14673.4656401	51631.8632865	5340460.32088	12534653.5501	877715.966641	1969774.56999	307661.46249	698405.380183	3420.10969861	166.926938019	55.059157038	0.000183075333333	0.135092985939	0.0	0.0	0.016350157992	0.428085856899	0.457804423776	0.428085856899	0.678531556667	2.9966009983
Weise	83	15	5	573,577	b5	0	5			0	0	0	0	0	0	0	0	NN	Weise	5.0	nn	Weise	5.0	wei-se	2.0	252.49548987	253.280297454	262.232008954	356.122791223	26.1132372709	1066.79105418	475.267498972	11970.5719719	27927.8932183	2197230.98302	4749440.0637	305363.995515	514439.335953	162274.124509	237654.431973	13240.8075713	4570.94826919	968.428032944	0.086811184636	0.446280519315	0.0	0.0	214.448672223	15.4110908484	0.0	0.0	227.01376864	21.404292845
angeordnet	84	16	5	578,587	b5	0	10			0	0	0	0	0	0	0	0	VVPP	angeordnet	10.0	vvpp	anordnen	8.0	an-ge-ord-net	4.0	16.6689860728	16.6689860728	23.7649546414	353.997270684	190.49820632	149.391089483	31.4868985638	57154.3398588	116595.604414	3821811.66176	8449237.151	371010.697361	702035.976335	162994.152767	173893.184017	41334.1231877	8435.34898599	1078.74254892	0.0632391135032	0.347109537347	0.0	0.0	0.874733452571	2.1404292845	0.0	0.0	2.73865146366	2.5685151414
sind	85	17	5	588,591	b5	0	4		$.	0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278
eine	86	1	6	593,596	b5	0	4			0	0	1	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124
Fadenform	87	2	6	597,605	b5	1	9		$,	0	0	0	0	0	0	0	0	NN	Fadenform	9.0	nn	Fadenform	9.0	fa-den-form	3.0	0.00817507899599	0.00817507899599	0.00817507899599	0.719406951647	8.13363128109	0.126068429944	0.0155184320176	24644.2906634	29145.3693953	2351362.39367	5225037.02943	357271.504273	681261.397786	76680.2217379	115943.629654	11807.4546207	1447.17700911	16.0068046742	6.2e-07	0.5	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.00817507899599	0.428085856899
in	88	3	6	607,608	b5	0	2			0	0	1	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712
der	89	4	6	609,611	b5	0	3			0	0	0	0	0	0	0	0	PRELS	der	3.0	prels	die	3.0	der	1.0	1728.17899944	26530.3631386	10789.1994813	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
zum	90	5	6	612,614	b5	0	3			0	0	0	0	0	0	0	0	APPRART	zum	3.0	apprart	zum	3.0	zum	1.0	1651.97908812	1651.97908812	1753.17839101	1651.97908812	0.428085856899	4157.73681955	2949.09178377	1759.48955199	40.6681564054	334500.075158	796971.292562	79591.3101428	74215.1045814	74055.9396294	41125.3521006	19838.2434724	15326.7362026	1754.61720491	0.0446728863733	0.258942942311	1694.48949889	0.428085856899	1814.22988095	26.9694089847	12615.7737315	1.2842575707	12735.6694401	30.8221816968
Großteil	91	6	6	615,622	b5	0	8			0	0	0	0	0	0	0	0	NN	Großteil	8.0	nn	Großteil	8.0	groß-teil	2.0	4.67614518571	4.67614518571	4.95409787157	25.1792433077	82.1924845247	55.5961776052	8.86102468207	1415.49040292	3305.67898698	2077547.26244	4941466.96461	221161.842717	507100.232023	43191.5747113	99205.4726496	15129.6759234	2639.29972862	437.432126918	0.00200665461538	0.0633123758374	0.0	0.0	0.0	0.0	0.0	0.0	0.261602527872	0.856171713799
β-Faltblattstrukturen	92	7	6	623,643	b5	2	21			0	0	0	0	0	1	1	0	NN	β-Faltblattstrukturen	21.0	nn	β-Faltblattstruktur	19.0																														
zu	93	8	6	644,645	b5	0	2			0	0	0	0	0	0	0	0	PTKZU	zu	2.0	ptkzu	zu	2.0	zu	1.0	5677.21630908	8897.95218113	9058.93583672	0.0	0.0	7088.44961045	13807.9438853	16158.8284432	13822.8923193	227861.336305	547892.533326	51760.5780638	28442.4524183	57219.5279387	16021.5412803	19838.2434724	15326.7362026	-0.00817507899599	0.0592554444736	0.308475260123	0.0	0.0	1383.3868677	35.9592119796	0.0	0.0	4752.13254498	50.5141311141
finden	94	9	6	646,651	b5	0	6			0	0	0	0	0	0	0	0	VVINF	finden	6.0	vvinf	finden	6.0	fin-den	2.0	136.564694628	207.753282525	684.180536254	343.508644333	16.2672625622	915.508938252	391.545558237	24279.9273925	23573.4038819	2374327.91552	4765907.24236	627046.773069	956842.096251	390042.673667	519570.373034	12864.091756	837.021813163	498.876020651	0.0281130423236	0.267115631873	0.0	0.0	213.721090192	11.5583181363	0.0	0.0	237.649546414	14.9830049915
sind	95	10	6	652,655	b5	0	4			0	0	0	0	0	0	0	0	VAFIN	sind	4.0	vafin	sein	4.0	sind	1.0	2296.19983824	2298.63601178	17044.4184006	2302.62545033	5.99320199659	4304.10226671	4116.7606825	2333.22477101	26.1132372709	1332047.00373	2728807.18157	249282.495798	286785.417683	144872.038227	66814.7843732	48925.779496	15113.3748159	2467.07533941	0.0559257789967	0.326343386708	0.0	0.0	259.885761283	20.9762069881	0.0	0.0	267.325083169	26.5413231278
und	96	11	6	656,658	b5	0	3			0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899
in	97	12	6	659,660	b5	0	2			0	0	0	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712
der	98	13	6	661,663	b5	0	3			0	0	0	0	0	0	0	0	PRELS	der	3.0	prels	die	3.0	der	1.0	1728.17899944	26530.3631386	10789.1994813	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554
eine	99	14	6	664,667	b5	0	4			0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124
Doppelbrechung	100	15	6	668,681	b5	1	14			0	0	0	0	0	0	0	0	NN	Doppelbrechung	14.0	nn	Doppelbrechung	14.0	dop-pel-bre-chung	4.0	0.670356477671	0.670356477671	0.670356477671	4.91322247659	69.7779946746	1.38675272938	1.19491926536	1051.07808159	5535.57821557	3458383.669	8104597.6421	371167.977705	941517.05066	104778.26255	262005.667857	19121.5915224	954.693900231	49.9170323495	0.00899715853659	0.175461687634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
von	101	16	6	682,684	b5	0	3			0	0	0	0	0	0	0	0	APPR	von	3.0	appr	von	3.0	von	1.0	7955.34104766	7955.34104766	8265.3727435	7955.34104766	0.428085856899	7856.20634881	12401.4928732	8585.23905938	340.756342092	620899.645044	1436353.90714	258695.641457	333765.271963	253104.606831	264495.4152	23102.1601118	13320.2529889	7993.18348833	0.0874371201871	0.312235645495	0.0	0.0	3224.03042889	30.8221816968	0.0	0.0	3276.15473257	38.9558129779
polarisiertem	102	17	6	685,697	b5	1	13			0	0	0	0	0	0	0	0	ADJA	polarisiertem	13.0	adja	polarisiert	11.0	pol-a-ri-sier-tem	5.0	0.0572255529719	0.0572255529719	0.703056793655	7.59464838728	32.1064392675	0.504273719775	0.108629024123	14607.1493992	61911.0608824	4176189.5069	9907095.09499	525032.398451	1175146.61941	84314.4947331	165551.931095	3420.10969861	724.84337918	531.085831896	0.010833588	0.440098261143	0.457804423776	0.856171713799	0.465979502772	1.2842575707	0.694881714659	1.2842575707	0.703056793655	1.7123434276
Licht	103	18	6	698,702	b5	0	5			0	0	0	0	0	0	0	0	NN	Licht	5.0	nn	Licht	5.0	licht	1.0	115.636492398	115.636492398	135.959738782	116.797353616	3.8527727121	305.968079474	211.252415056	326.169301782	1196.49997003	1008327.92845	2342297.02309	297606.213426	485976.335414	178725.988659	203883.166808	8934.00427951	1490.48857763	222.811778036	0.0521339792319	0.263952238756	6860.1502398	0.856171713799	6935.41819212	10.2740605656	6860.1502398	0.856171713799	6955.16918297	15.4110908484
nach	104	19	6	703,706	b5	0	4			0	0	0	0	0	0	0	0	APPR	nach	4.0	appr	nach	4.0	nach	1.0	2391.39045807	2502.6941586	2810.50223295	2502.74320907	2.1404292845	4686.84602002	4309.48408973	3967.0388336	3346.34714338	1067927.15648	2448323.1877	213866.982652	365842.601392	118034.496495	66628.5670254	21439.2836433	4139.62292628	3075.39114258	0.0451554294378	0.247249102273	0.0	0.0	2812.17812415	22.2604645588	0.0	0.0	2844.01188176	30.8221816968
Färbung	105	20	6	707,713	b5	0	7			0	0	0	0	0	0	0	0	NN	Färbung	7.0	nn	Färbung	7.0	fär-bung	2.0	6.76079032969	6.76079032969	7.27582030643	7.22676983246	2.9966009983	46.1410453594	12.7095958224	385.920954164	1238.02429815	1241008.5147	2953331.36414	150983.351231	386425.397478	81660.3899364	210351.544106	11807.4546207	258.651324354	12.6877226018	0.0699348325526	0.333496850213	0.0	0.0	0.016350157992	0.856171713799	0.0	0.0	0.016350157992	0.856171713799
mit	106	21	6	714,716	b5	0	3			0	0	0	0	0	0	0	0	APPR	mit	3.0	adv	mit	3.0	mit	1.0	0.228902211888	6389.55999248	6727.32973136	6389.55999248	0.428085856899	6848.28925141	10606.5379154	9545.0750843	6105.78857696	754691.189375	1756517.60717	154872.35076	192565.004837	138846.449102	106042.43187	21052.512481	9522.82251927	6974.74032209	0.0635514315396	0.282257671036	0.0	0.0	1501.70478601	30.3940958399	0.0	0.0	1518.70077524	44.5209291175
Kongorot	107	22	6	717,724	b5	2	8			0	0	0	0	0	0	0	0	NN	Kongorot	8.0	nn	Kongorot	8.0	kon-go-rot	3.0	0.032700315984	0.032700315984	0.04087539498	81.636338854	61.6443633935	0.378205289831	0.0620737280705	2465.9880539	14408.0856857	1585867.42865	4155803.13188	199999.743303	476901.343333	104869.995111	147564.61956	13511.0511576	3068.45867559	1065.98942568	8.9395e-06	0.13136589225	0.0	0.0	0.0	0.0	0.0	0.0	0.00817507899599	0.428085856899
