word	word_with_punct	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	text_id_numeric	text_domain	text_domain_numeric	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base
enthaltenen	enthaltenen	38	8	3	263,273	b0	0	biology	0	11			0	0	0	0	0	0	0	0	0	0	ADJA	enthaltenen	11.0	adja	enthalten	9.0	ent-hal-te-nen	4.0	8.37945597089	8.37945597089	170.752874989	247.418765814	209.333984024	86.1047376516	15.7977637939	43176.3281889	77039.1869793	4913507.23912	10913895.6669	984411.604044	1931507.11907	434786.221725	599072.337948	45007.5949345	2892.41652449	2177.579442	0.0460657280947	0.22960708365	0.0	0.0	0.237077290884	1.2842575707	0.0	0.0	4.52081868478	2.1404292845	5.109068870544434	1.0768364667892456	6.082790851593018	0.8581346273422241	0.4924427270889282	0.4219105839729309	0.3817354142665863	0.3732865750789642	0.0129510695114731	25.845911026000977
Phosphatreste	Phosphatreste	39	9	3	274,286	b0	0	biology	0	13			0	0	0	0	0	1	0	0	0	0	NN	Phosphatreste	13.0	nn	Phosphatrest	12.0	phos-phat-re-ste	4.0																													13.77235984802246	13.325990676879885	15.108614921569824	13.806482315063477	10.052305221557615	8.416349411010742	8.3817720413208	3.429005146026612	6.10247860988602	6.016787081956863
negativ	negativ	40	10	3	287,293	b0	0	biology	0	7			0	0	0	0	0	0	1	0	0	0	ADJD	negativ	7.0	adjd	negativ	7.0	ne-ga-tiv	3.0	8.78820992069	8.78820992069	35.8477213974	10.120747797	5.99320199659	65.051309851	16.4805748027	17467.2171362	32217.7415903	2303259.27238	5201535.54397	127835.72133	288813.688473	30149.2825833	37967.3627343	21439.2836433	2061.65682184	36.9268318249	0.00786604162291	0.27373048961	0.0	0.0	2.07647006498	1.2842575707	9.23783926547	0.428085856899	11.3551847254	2.5685151414	7.516254425048828	1.9665725231170648	8.670040130615234	1.4381675720214844	1.161572813987732	0.2133412361145019	0.6752732992172241	0.1029741093516349	0.0479586012661457	0.0790087208151817
geladen	geladen.	41	11	3	294,300	b0	0	biology	0	7		$.	0	0	0	0	0	0	0	0	0	0	ADJD	geladen	7.0	adjd	geladen	7.0	ge-la-den	3.0	0.114451105944	11.0854071186	4.65979502772	248.211748476	49.2298735434	93.7949118782	20.9033279277	69366.6489167	131760.545895	2782017.04493	5993058.58783	604801.557438	1057571.98264	394602.773606	490285.875735	23747.2147199	15623.9820749	965.893758456	0.044217524674	0.268359796409	0.0	0.0	9.72016892624	4.70894442589	0.0	0.0	11.1181074346	7.70554542419	2.767509698867798	1.0133159160614014	3.436455011367798	0.7736440896987915	0.657596230506897	0.7532627582550049	0.5645814538002014	0.3783313930034637	28.891940116882324	29.8694429397583
Anlegen	Anlegen	42	1	4	302,308	b0	0	biology	0	7			0	0	0	1	0	0	0	0	0	0	NN	Anlegen	7.0	nn	Anlegen	7.0	an-le-gen	3.0	2.16639593394	2.17457101293	2.21544640791	46.7614518571	11.9864039932	17.5235117622	4.11238448467	41346.1732541	88652.3001053	2812304.27379	6121375.18301	505705.048366	954836.942097	378981.587409	539709.244086	19822.5963712	3723.58498109	205.603236749	0.00269332598872	0.177088279688	35.3572166577	0.856171713799	37.0739832468	3.8527727121	46.4834991712	1.2842575707	48.3882925773	5.56511613969	13.414453506469728	0.710283637046814	12.97238063812256	0.8806674480438232	23.799205780029297	10.649269104003906	23.242944717407227	13.699836730957031	7.433008678257465	4.858749359846115
eines	eines	43	2	4	309,313	b0	0	biology	0	5			0	0	0	0	0	0	0	0	0	0	ART	eines	5.0	art	eine	4.0	ei-nes	2.0	964.814648028	996.591180085	17543.4333976	7303.86082739	14.1268332777	2911.67645798	1770.37376144	17195.1259819	8521.04898158	2656542.58071	5696942.18272	367047.786942	545487.118897	215066.422067	203192.664321	45007.5949345	21503.4825387	20569.6023896	0.0495844122944	0.245308794672	6240.92070617	1.2842575707	6269.57435805	14.9830049915	10843.2040532	1.7123434276	11254.5822033	25.685151414	7.829190254211426	1.651033639907837	7.269802093505859	1.9823155403137207	8.573312759399414	0.0088350335136055	6.228427886962891	0.0022594418842345	7.353114604949951	0.1782111674547195
elektrischen	elektrischen	44	3	4	314,325	b0	0	biology	0	12			0	0	0	0	0	0	1	0	0	0	ADJA	elektrischen	12.0	adja	elektrisch	10.0	e-lek-tri-schen	4.0	14.1674119001	14.1674119001	38.3165952542	22.2852653431	14.1268332777	95.0555961776	26.0088920615	12686.5290402	38794.8526957	4618775.18727	10432620.9985	763869.121661	1604732.06106	474384.252437	741892.910042	45007.5949345	274.290250474	162.267142991	0.0037893672487	0.151628420143	0.0	0.0	6.90794175161	2.1404292845	0.0	0.0	19.6774151434	3.4246868552	2.340714931488037	7.924067974090576	2.186336040496826	7.923771858215332	7.189108848571777	0.5028034448623657	8.941864967346191	0.1171401292085647	0.092505507171154	1.717355728149414
Feldes	Feldes	45	4	4	326,331	b0	0	biology	0	6			0	0	0	0	0	0	1	0	0	0	NN	Feldes	6.0	ne	Felde	5.0	fel-des	2.0	0.130801263936	2.2481467239	0.130801263936	34.1309548083	26.5413231278	18.9102644916	4.12790291669	10152.7123559	10364.3866814	2213566.80193	4764587.88175	261583.169285	474695.416913	113516.490038	201670.819099	11807.4546207	1473.69696537	237.126341358	0.0384653027636	0.304693608793	24.9503410958	0.856171713799	25.3999704405	5.13703028279	38.1694438323	1.2842575707	38.790749836	6.42128785349	4.385036945343018	1.301263689994812	3.193114757537842	0.535048246383667	5.136247158050537	0.1868880987167358	3.856012105941773	0.0591984689235687	2.461781308054924	2.914121076464653
lässt	lässt	46	5	4	332,336	b0	0	biology	0	5			0	0	0	0	0	0	0	0	0	0	VVFIN	lässt	5.0	vvfin	lassen	6.0	lässt	1.0	8.27317994394	8.27317994394	1147.87101691	8.5756578668	1.2842575707	52.0662615668	15.5649873137	9.3931657664	8.98980299489	1012790.5651	2836852.19908	155974.163382	282005.839091	107474.796007	99003.4161251	7813.184599	680.362774362	26.3401045251	0.0397031409111	0.343814190316	0.0	0.0	0.392403791808	1.7123434276	0.0	0.0	0.572255529719	3.8527727121	3.793571710586548	2.3907618522644043	3.1491522789001465	2.2549617290496826	6.424182891845703	3.472463130950928	9.12150764465332	5.781360626220703	2.386246681213379	0.0378483682870864
die	die	47	6	4	337,339	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383	0.5914652347564697	5.285098075866699	0.0439625419676303	5.166769027709961	2.1310057640075684	5.54725456237793	1.3519811630249023	3.6886446475982666	0.0755346268415451	0.0014172281371429
Polymerasekettenreaktion-Produkte	Polymerasekettenreaktion-Produkte	48	7	4	340,372	b0	0	biology	0	33			0	0	0	0	0	1	0	0	1	0	NN	Polymerasekettenreaktion-Produkte	33.0	nn	Polymerasekettenreaktion-Produkt	32.0	po-ly-me-ra-se-ket-ten-re-ak-ti-on-pro-duk-te	14.0																													32.9169807434082	3.5539345741271973	32.124324798583984	5.471756458282471	33.09162139892578	5.235711097717285	29.80234718322754	8.706534385681152	31.00540619948879	24.07198086603603
durch	durch	49	8	4	373,377	b0	0	biology	0	5			0	0	0	0	0	0	0	0	0	0	APPR	durch	5.0	appr	durch	5.0	durch	1.0	2265.55146708	2302.17582098	2421.46657369	2302.66632572	6.84937371039	4479.71558962	3888.06554986	3354.08776063	2913.1242562	1088066.18564	2327777.207	307334.132327	365429.926626	203764.587907	61067.3036584	110461.430317	3873.65490622	2945.03133291	0.0339580104325	0.23931799428	0.0	0.0	119.413378894	9.41788885179	0.0	0.0	139.7284502	15.8391767053	3.65180253982544	5.423153877258301	3.497992992401123	3.905551195144653	0.0953919067978859	0.1162891015410423	0.1615267843008041	0.0993076339364051	0.354555606842041	6.782778655178845e-05
ein	ein	50	9	4	378,380	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	ART	ein	3.0	art	eine	4.0	ein	1.0	4621.55200817	4999.44503476	17543.4333976	4999.44503476	0.428085856899	5809.23325181	8404.82933604	11022.7206128	11717.9941609	1614569.79583	3344143.78548	401662.305848	493686.589782	324158.412201	289382.186491	45007.5949345	21503.4825387	20569.6023896	0.0272545875843	0.196343258894	0.0	0.0	1145.39396797	31.6783534106	13165.4578681	0.428085856899	22077.4630101	57.7915906814	9.118891716003418	0.0159353297203779	10.917498588562012	0.0100164152681827	5.997694969177246	0.006292175501585	8.738259315490723	0.0114311967045068	0.0690832883119583	0.0055408468469977
gelartiges	gelartiges	51	10	4	381,390	b0	0	biology	0	10			0	0	0	0	0	0	0	0	0	0	ADJA	gelartiges	10.0	adja	gelartig	8.0	gel-ar-ti-ges	4.0																													13.674221992492676	11.312233924865724	15.573408126831056	12.601922988891602	8.203198432922363	5.370616436004639	8.4110689163208	6.785026550292969	22.0516393216094	17.76566418132279
Medium	Medium,	52	11	4	391,396	b0	0	biology	0	6		$,	0	0	0	0	0	0	1	0	0	0	NN	Medium	6.0	nn	Medium	6.0	me-di-um	3.0	9.60571782029	9.60571782029	11.7067131223	26.2174783401	21.404292845	42.4850608911	17.5513466119	11537.5789129	41891.1976986	1661223.32029	3341373.6419	104835.079349	155768.028836	56483.3620751	86540.9806591	14815.8918663	2763.16035049	102.376514267	0.0454619419519	0.204146388913	0.0	0.0	0.36787855482	2.1404292845	0.0	0.0	2.10099530197	4.28085856899	7.679932594299316	8.612939834594727	7.093569755554199	7.568467617034912	6.583313941955566	5.911473751068115	5.588008403778076	3.9136009216308594	23.84268295764923	27.081005096435547
zumeist	zumeist	53	12	4	398,404	b0	0	biology	0	7			0	0	1	0	0	0	0	0	0	0	ADV	zumeist	7.0	adv	zumeist	7.0	zu-meist	2.0	19.0479340607	19.0479340607	19.8654419603	23.1681738746	4.28085856899	122.664582335	35.9717254169	16314.3102706	13917.9273795	2024525.31056	4657208.53774	317755.894708	546329.163777	154641.658206	137284.565793	19838.2434724	15326.7362026	1754.61720491	0.016979491717	0.199917720663	0.0	0.0	1.82304261611	0.856171713799	0.0	0.0	1.8312176951	1.2842575707	5.129673957824707	2.193146228790283	3.9204063415527344	2.136399507522583	10.680435180664062	8.380658149719238	9.32751178741455	7.779436111450195	0.8631801605224609	0.3675112426280975
Agarose	Agarose,	54	13	4	405,411	b0	0	biology	0	7		$,	0	0	0	0	0	1	0	0	0	0	NN	Agarose	7.0	nn	Agarose	7.0	a-ga-ro-se	4.0																													21.162696838378903	20.0087890625	11.19863224029541	11.092700004577637	3.924546480178833	2.250044822692871	1.2118778228759766	1.285725235939026	27.70984423160553	21.42529745369393
wandern	wandern.	55	14	4	413,419	b0	0	biology	0	7		$.	0	0	1	0	0	0	0	0	0	0	VVINF	wandern	7.0	vvinf	wandern	7.0	wan-dern	2.0	1.65136595719	8.70645913073	26.569006737	29.4793348595	9.84597470869	68.4551574595	16.2633167545	1990.16575602	3386.58721393	2581410.55543	5429389.80642	621171.956925	949357.015043	321326.777389	386412.126816	34258.3961147	6277.02185502	151.181735873	0.0275571409859	0.226518315676	9.04163736957	0.428085856899	20.5439735169	5.13703028279	152.203620747	0.856171713799	164.564340189	7.27745956729	9.414101600646973	8.682942390441895	4.106520175933838	2.968881130218506	2.907398462295532	0.7838770747184753	1.6909910440444946	0.8115480542182922	28.03064822826127	26.782642199017573
Die	Die	56	1	5	421,423	b0	0	biology	0	3			0	0	0	1	0	0	0	0	0	0	ART	Die	3.0	art	d	1.0	die	1.0	4044.09712821	4092.99227569	80100.3069113	4092.99227569	0.428085856899	7006.50513099	7668.65043956	33694.5118659	1928.95487119	1162034.30857	2398782.95191	235702.357048	295575.732669	203871.746843	202066.798517	19121.5915224	6400.40832231	5199.86527143	0.05895410862	0.0848217844714	29483.8638533	0.856171713799	35483.8322812	32.5345251244	29483.8638533	0.856171713799	35649.500257	46.661358402	2.596069812774658	0.4409579932689667	2.6906306743621826	0.1388000100851059	14.794800758361816	2.0312366485595703	15.558847427368164	2.213862895965576	0.1671277731657028	2.312633478140924e-05
DNA-Fragmente	DNA-Fragmente	57	2	5	424,436	b0	0	biology	0	13			0	0	0	0	0	0	1	0	1	1	NN	DNA-Fragmente	13.0	nn	Dna-Fragment	12.0			0.016350157992	0.016350157992	0.032700315984	0.188026816908	2.5685151414	0.126068429944	0.0310368640353	32709.3412712	63205.5925136	3193199.88427	7384706.63276	486068.410516	1031614.14053	202403.339154	302541.117647	19121.5915224	10.17797335	5.49365308531	0.5006180465	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016350157992	0.428085856899	17.82466697692871	3.3432040214538574	17.356502532958984	3.99953031539917	19.46505546569824	3.811123371124268	21.91401672363281	2.49751353263855	29.47224899614229	24.157309628262738
wandern	wandern	58	3	5	437,443	b0	0	biology	0	7			0	0	0	0	0	0	0	0	0	0	VVFIN	wandern	7.0	vvfin	wandern	7.0	wan-dern	2.0	7.05509317354	8.70645913073	26.569006737	29.4793348595	9.84597470869	68.4551574595	16.2633167545	1990.16575602	3386.58721393	2581410.55543	5429389.80642	621171.956925	949357.015043	321326.777389	386412.126816	34258.3961147	6277.02185502	151.181735873	0.0275571409859	0.226518315676	9.04163736957	0.428085856899	20.5439735169	5.13703028279	152.203620747	0.856171713799	164.564340189	7.27745956729	0.8284875750541687	2.979151964187622	0.8524974584579468	2.704402208328247	6.335387706756592	1.8793998956680296	8.063331604003906	1.2901694774627686	0.1260963114909827	0.0056025199460236
durch	durch	59	4	5	444,448	b0	0	biology	0	5			0	0	0	0	0	0	0	0	0	0	APPR	durch	5.0	appr	durch	5.0	durch	1.0	2265.55146708	2302.17582098	2421.46657369	2302.66632572	6.84937371039	4479.71558962	3888.06554986	3354.08776063	2913.1242562	1088066.18564	2327777.207	307334.132327	365429.926626	203764.587907	61067.3036584	110461.430317	3873.65490622	2945.03133291	0.0339580104325	0.23931799428	0.0	0.0	119.413378894	9.41788885179	0.0	0.0	139.7284502	15.8391767053	6.537661552429199	4.700671672821045	6.131495952606201	4.422524452209473	1.24743390083313	0.000501983508002	0.7676767706871033	0.0001286185579374	0.0994890630245208	0.0002498314715921
das	das	60	5	5	449,451	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	ART	das	3.0	art	d	1.0	das	1.0	5535.50948977	7683.24989344	80100.3069113	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971	0.1453258246183395	4.477548599243164	0.1911813020706176	5.0920915603637695	4.302640914916992	1.6225184202194214	5.137617588043213	1.3439878225326538	0.0019551464356482	0.0914643853902816
Agarose-Sieb	"""Agarose-Sieb"""	61	6	5	453,464	b0	0	biology	0	12	$(	$(	1	0	0	0	0	1	0	0	1	0	NN	Agarose-Sieb	12.0	nn	Agarose-Sieb	12.0	a-ga-ro-se-sieb	5.0																													36.47550201416016	22.843862533569336	29.37646675109864	21.02217102050781	25.748817443847656	22.61847496032715	25.523387908935547	22.755821228027344	82.5026820898056	67.83556511086681
vom	vom	62	7	5	466,468	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	APPRART	vom	3.0	apprart	vom	3.0	vom	1.0	1070.10149042	1070.10149042	1120.19019943	1070.10149042	0.428085856899	3414.4373566	1889.72602208	1121.14668367	17.123434276	254662.834113	704941.395046	76489.2682427	70161.1315165	70068.4549232	40004.1952414	23102.1601118	13320.2529889	1070.7309715	0.0456636596419	0.247575195203	9646.86299288	0.856171713799	9801.78073985	21.404292845	9646.86299288	0.856171713799	9809.30998761	24.4008938433	3.3833258152008057	6.984794616699219	1.943264126777649	7.65509033203125	0.0488326922059059	8.529865264892578	0.0210755839943885	7.648818016052246	0.1215494126081466	0.0528974570333957
Minuspol	Minuspol	63	8	5	469,476	b0	0	biology	0	8			0	0	0	0	0	0	1	0	0	0	NN	Minuspol	8.0	nn	Minuspol	8.0	mi-nus-pol	3.0	0.106276026948	0.106276026948	0.106276026948	123.419167603	59.9320199659	0.378205289831	0.170702752194	3279.84986827	16313.0677489	1618080.39548	4018435.94551	152750.484482	332150.104025	34668.858656	86747.3180421	14815.8918663	3196.22698522	629.530133165	0.0769343867692	0.269134521538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.81849765777588	12.46701431274414	12.456893920898438	9.080979347229004	10.568352699279783	4.26494836807251	8.785743713378906	6.071618556976318	1.345107678323984	0.6382192764431238
zum	zum	64	9	5	477,479	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	APPRART	zum	3.0	apprart	zum	3.0	zum	1.0	1651.97908812	1651.97908812	1753.17839101	1651.97908812	0.428085856899	4157.73681955	2949.09178377	1759.48955199	40.6681564054	334500.075158	796971.292562	79591.3101428	74215.1045814	74055.9396294	41125.3521006	19838.2434724	15326.7362026	1754.61720491	0.0446728863733	0.258942942311	1694.48949889	0.428085856899	1814.22988095	26.9694089847	12615.7737315	1.2842575707	12735.6694401	30.8221816968	7.31591272354126	5.918761253356934	6.532242774963379	5.31243896484375	0.0674997046589851	0.0527432225644588	0.0426185503602027	0.0094228284433484	2.1695213317871094	0.000422865152359
Pluspol	Pluspol.	65	10	5	480,486	b0	0	biology	0	7		$.	0	0	0	0	0	0	1	0	0	0	NN	Pluspol	7.0	nn	Pluspol	7.0	plus-pol	2.0	0.106276026948	0.106276026948	0.106276026948	2.16639593394	15.4110908484	0.126068429944	0.170702752194	188.550021964	1176.37993476	938337.022324	2790667.72832	68299.629431	225359.806163	26848.6189639	77096.5504842	10343.3797233	690.998552136	24.8440650688	0.0192462535385	0.284661524231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.480757713317871	1.3298059701919556	1.0403679609298706	0.8385896682739258	0.9323865175247192	0.7823454737663269	0.5941464900970459	0.4503763318061828	25.86325360648334	25.10317635152024
Kleinere	Kleinere	66	1	6	488,495	b0	0	biology	0	8			0	0	0	1	0	0	0	0	0	0	ADJA	Kleinere	8.0	adja	klein	5.0	klei-ne-re	3.0	1.85574293209	1.85574293209	660.10492861	43.7938981815	48.8017876865	21.8098383803	3.49164720397	27213.9550691	53888.3038382	3680744.68135	7983412.52922	589439.570294	1079819.60462	235974.848781	316136.696376	13511.0511576	945.227158754	303.655134227	0.00756526657269	0.0612698077445	19.3504119835	0.428085856899	20.2251454361	1.7123434276	22.367016133	0.856171713799	23.7322543254	3.4246868552	11.390508651733398	10.969097137451172	11.518797874450684	11.16880702972412	21.74612045288086	8.330830574035645	24.41844940185547	6.852682113647461	1.3050046600401402	0.8717549173161387
Fragmente	Fragmente	67	2	6	496,504	b0	0	biology	0	9			0	0	0	0	0	0	0	0	0	0	NN	Fragmente	9.0	nn	Fragment	8.0	frag-men-te	3.0	3.44988333631	3.44988333631	7.60282346627	118.440544494	96.3193178024	22.1880436701	6.47118615135	32703.324413	63150.3694381	3132691.71008	7125381.63854	478384.130563	1032358.15375	198930.173192	315526.245944	11807.4546207	3907.63870961	1916.76172172	0.0230381536019	0.216526268245	0.0	0.0	0.596780766707	2.1404292845	0.0	0.0	4.37366726286	4.28085856899	9.10781955718994	6.175741672515869	9.034466743469238	1.7905288934707642	9.916214942932127	0.8505397439002991	10.9918851852417	1.0584617853164673	0.1728724720887839	0.000286305334157
wandern	wandern	68	3	6	505,511	b0	0	biology	0	7			0	0	0	0	0	0	0	0	0	0	VVFIN	wandern	7.0	vvfin	wandern	7.0	wan-dern	2.0	7.05509317354	8.70645913073	26.569006737	29.4793348595	9.84597470869	68.4551574595	16.2633167545	1990.16575602	3386.58721393	2581410.55543	5429389.80642	621171.956925	949357.015043	321326.777389	386412.126816	34258.3961147	6277.02185502	151.181735873	0.0275571409859	0.226518315676	9.04163736957	0.428085856899	20.5439735169	5.13703028279	152.203620747	0.856171713799	164.564340189	7.27745956729	9.039512634277344	0.1838307380676269	8.944450378417969	0.1014651805162429	9.510675430297852	0.7680925726890564	9.49700927734375	0.3388212919235229	0.0237516309134662	0.0026880510868068
schneller	schneller	69	4	6	512,520	b0	0	biology	0	9			0	0	0	0	0	0	0	0	0	0	ADJD	schneller	9.0	adjd	schnell	7.0	schnel-ler	2.0	31.0980005008	31.1470509747	198.727995314	760.781026446	439.644175036	183.681702428	57.216458849	2533.33435467	7952.12287776	3312956.91079	7620365.32847	623678.158193	1169420.54298	308168.325563	351011.994966	48925.779496	5804.84564237	5790.87443236	0.0126291313207	0.184812634254	0.0	0.0	19.6038394324	2.5685151414	0.0	0.0	33.4687734096	5.56511613969	0.0683071166276931	0.8294851779937744	0.0900162160396575	0.6721789240837097	8.116385459899902	0.6290151476860046	6.314035892486572	0.4749875664710998	0.0057789864949882	23.6190185546875
durch	durch	70	5	6	521,525	b0	0	biology	0	5			0	0	0	0	0	0	0	0	0	0	APPR	durch	5.0	appr	durch	5.0	durch	1.0	2265.55146708	2302.17582098	2421.46657369	2302.66632572	6.84937371039	4479.71558962	3888.06554986	3354.08776063	2913.1242562	1088066.18564	2327777.207	307334.132327	365429.926626	203764.587907	61067.3036584	110461.430317	3873.65490622	2945.03133291	0.0339580104325	0.23931799428	0.0	0.0	119.413378894	9.41788885179	0.0	0.0	139.7284502	15.8391767053	10.615808486938477	16.081798553466797	11.546427726745604	14.856616973876951	4.839875221252441	0.0020092790946364	5.016294002532959	0.0070404540747404	0.0049848086200654	0.0858916938304901
das	das	71	6	6	526,528	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	ART	das	3.0	art	d	1.0	das	1.0	5535.50948977	7683.24989344	80100.3069113	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971	8.153435707092285	2.390079975128174	8.397614479064941	2.4072093963623047	0.2377711683511734	5.62889289855957	1.405745267868042	3.5161893367767334	0.0187668222934007	4.772857666015625
Agarose-Sieb	"""Agarose-Sieb"","	72	7	6	530,541	b0	0	biology	0	12	$(	$($,	1	0	0	0	0	1	0	0	1	0	NN	Agarose-Sieb	12.0	nn	Agarose-Sieb	12.0	a-ga-ro-se-sieb	5.0																													41.753456115722656	3.990584373474121	32.132564544677734	3.941854953765869	28.71533393859864	5.39185905456543	34.75355911254883	6.091521263122559	101.79562616348268	88.84420316047726
daher	daher	73	8	6	544,548	b0	0	biology	0	5			0	0	1	0	0	0	0	0	0	0	PAV	daher	5.0	adv	daher	5.0	da-her	2.0	150.217076551	173.957505956	207.164676837	250.083841566	2.9966009983	792.844355916	327.873431668	8923.01697334	13313.8982354	1786434.84126	3838823.53445	464127.504026	587392.443428	329901.91205	175046.01923	110461.430317	19319.7963127	312.034590198	0.00461700568254	0.191980805718	0.0	0.0	37.2211346688	4.70894442589	0.0	0.0	37.6217135396	8.56171713799	1.9602038860321045	1.100859761238098	1.9965065717697144	0.4902933835983276	0.5526339411735535	1.958821177482605	0.1956824213266372	0.7035764455795288	2.095000028610229	1.5125045776367188
befinden	befinden	74	9	6	549,556	b0	0	biology	0	8			0	0	0	0	0	0	0	0	0	0	VVFIN	befinden	8.0	vvfin	befinden	8.0	be-fin-den	3.0	26.8469594228	37.9160163834	138.616639456	185.279990365	34.6749544089	331.812107612	71.6020453293	46654.2111708	70740.3316809	3223965.95204	6581018.24502	683913.67715	1061344.27521	411626.263805	529998.972594	20337.830725	14068.4280436	495.941167292	0.0515336530246	0.277951645735	38.1449185953	0.428085856899	68.5071619864	2.9966009983	38.1449185953	0.428085856899	74.4504444165	4.70894442589	6.925958156585693	0.2004038989543914	6.960761070251465	0.0447548702359199	7.822904586791992	5.001405239105225	7.956615447998047	3.95226526260376	2.768427848815918	2.872900485992432
sie	sie	75	10	6	557,559	b0	0	biology	0	3			0	0	0	0	0	0	0	0	0	0	PPER	sie	3.0	pper	sie	3.0	sie	1.0	4963.73628971	4963.73628971	8487.45693951	4963.73628971	0.428085856899	4025.99531025	7654.66833231	8142.13342764	4056.96966584	1411597.82271	3107679.43219	282130.976914	322653.01929	243841.081467	199354.446528	48925.779496	15113.3748159	5524.95546278	0.0431282946748	0.183343569275	24520.1275636	0.428085856899	34559.672301	27.8255806985	24520.1275636	0.428085856899	34594.7025145	45.3771008313	5.22154426574707	6.677218437194824	4.909018516540527	5.158207416534424	2.208937406539917	1.8012547492980957	1.1220972537994385	1.606918215751648	21.416793823242188	0.0412205904722213
sich	sich	76	11	6	560,563	b0	0	biology	0	4			0	0	0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261	7.888400554656982	2.2908806800842285	5.358592987060547	0.9839029312133788	0.0766464546322822	0.5719301104545593	0.0189041625708341	0.68277508020401	5.714421272277832	2.7279303073883057
in	in	77	12	6	564,565	b0	0	biology	0	2			0	0	0	0	0	0	0	0	0	0	APPR	in	2.0	appr	in	2.0	in	1.0	13129.4221199	13165.4578681	14298.1641135	0.0	0.0	8527.89894355	19687.5208529	18583.5486983	15158.092107	842500.587604	1735372.30627	309490.415689	350022.68855	273957.116004	252232.89583	37971.7622471	15391.66268	-0.00817507899599	0.0682365415668	0.281559937821	0.0	0.0	9683.14399346	42.380499833	0.0	0.0	17389.6438116	75.7711966712	8.206256866455078	1.686998724937439	4.866187572479248	3.052713394165039	2.2457804679870605	0.3895608484745025	1.0120580196380615	0.7478494644165039	1.5963215827941897	0.1667682379484176
