word	word_with_punct	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	text_id_numeric	text_domain	text_domain_numeric	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base
Es	Es	38	1	3	257,258	b1	0	biology	1	2			0	0	0	1	0	0	0	0	0	0	PPER	Es	2.0	pper	es	2.0	es	1.0	1403.53026235	1403.64471345	7209.6675672	0.0	0.0	3211.97145811	2657.96599912	6486.72898142	1792.39548284	286505.208257	791842.823997	81571.870181	138491.767909	82968.9911814	138348.787233	14903.9783425	1567.47329653	-0.00817507899599	0.0221016374523	0.0323297245831	4482.240487	0.428085856899	6205.63706523	46.2332725451	4482.240487	0.428085856899	6436.93457526	59.503934109	4.286793231964111	0.1219130158424377	4.290900230407715	0.0490474626421928	15.9588623046875	5.205380916595459	18.309335708618164	6.067641258239746	1.2179961204528809	0.001917905989103
entsteht	entsteht	39	2	3	259,266	b1	0	biology	1	8			0	0	0	0	0	0	0	0	0	0	VVFIN	entsteht	8.0	vvfin	entstehen	9.0	ent-steht	2.0	46.98217899	46.98217899	207.197377153	428.766543182	122.004469216	187.337686896	88.5171362286	4354.67655435	6185.8406322	3331959.94731	7658874.6479	509264.878339	1004935.82993	174933.332435	177968.989461	45007.5949345	2892.41652449	2177.579442	0.046993584532	0.2404879089	0.0	0.0	1.92114356406	2.1404292845	0.0	0.0	1.97836911703	3.8527727121	7.169167995452881	5.7830095291137695	7.237823486328125	4.5098185539245605	8.520812034606934	2.516103744506836	8.326740264892578	2.0783541202545166	1.8340435028076167	2.5629668016335927e-05
eine	eine	40	3	3	267,270	b1	0	biology	1	4			0	0	0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124	1.4327101707458496	0.9436707496643066	1.5281829833984375	1.027531623840332	6.263271331787109	2.926334857940674	7.15140962600708	0.6302742958068848	0.0110284071415662	4.172316494077677e-06
Replikationslücke	Replikationslücke	41	4	3	271,287	b1	0	biology	1	17			0	0	0	0	0	1	0	0	0	0	NN	Replikationslücke	17.0	nn	Replikationslücke	17.0	re-pli-ka-ti-ons-lüc-ke	7.0																													21.6655502319336	10.180342674255373	19.617938995361328	8.500059127807617	17.033666610717773	8.884282112121582	20.410615921020508	6.196734428405762	5.903367857467856	0.0157179284642552
im	im	42	5	3	288,289	b1	0	biology	1	2			0	0	0	0	0	0	0	0	0	0	APPRART	im	2.0	apprart	im	2.0	im	1.0	4320.93800333	4320.93800333	4852.53069013	0.0	0.0	6505.00491667	7332.35049931	6212.43055587	1739.74092244	476263.776674	1003959.79418	79143.642817	44968.7069239	79582.1540543	29361.1246672	37971.7622471	5463.51156905	-0.00817507899599	0.0471865575674	0.258008463415	13165.4578681	0.428085856899	17856.5143979	39.8119846916	13165.4578681	0.428085856899	19278.847342	58.6477623952	5.054137229919434	0.7179620862007141	4.249034404754639	0.3666844367980957	0.4964921474456787	1.90179705619812	0.240646943449974	1.9022296667099	0.0025427173823118	1.930683135986328
Tochterstrang	Tochterstrang,	43	6	3	290,302	b1	0	biology	1	13		$,	0	0	0	0	0	0	1	0	0	0	NN	Tochterstrang	13.0	nn	Tochterstrang	13.0	toch-ter-strang	3.0																													25.807029724121094	22.352209091186523	24.223365783691406	21.71608161926269	19.588741302490234	12.25743293762207	18.901153564453125	12.574666976928713	39.402638062194455	27.853097633949574
die	die	44	7	3	304,306	b1	0	biology	1	3			0	0	1	0	0	0	0	0	0	0	PRELS	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383	3.715563774108887	1.1586740016937256	3.106843948364258	0.6989580392837524	9.779356002807615	0.0056296372786164	10.197406768798828	0.0122475940734148	0.0016925308154895	0.1698130369186401
über	über	45	8	3	307,310	b1	0	biology	1	4			0	0	0	0	0	0	0	0	0	0	ADV	über	4.0	adv	über	4.0	ü-ber	2.0	14.200112216	2127.76868568	2237.96057547	2158.5887335	1.7123434276	4705.63021608	3662.52065891	16754.4973991	24846.1031344	1219536.24461	2729799.48458	331123.824758	515246.277793	217997.727442	172072.534868	4201.6554257	4185.99197435	3864.02466317	0.061186912624	0.29530401917	2250.5583722	0.428085856899	3200.9440058	10.7021464225	2250.5583722	0.428085856899	3226.96528225	19.2638635605	11.798336029052734	1.387904405593872	12.699995994567873	2.313839912414551	0.1511657238006591	7.0144572257995605	0.1232231259346008	6.117692947387695	3.932680606842041	0.1164596229791641
800	800	46	9	3	311,313	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	CARD	800	3.0	card	800	3.0			11.8947399392	11.8947399392	11.8947399392	11.8947399392	0.428085856899	119.765008447	21.9430628729	17.4374434985	95.8912319455	15533.2550482	101399.412666	5138.64210483	22909.4427178	4358.04468689	16510.8434148	557.393236105	79.55169371	21.2470303106	0.0092932038756	0.212057015783	211.979798366	2.5685151414	243.502902975	13.2706615639	254.571959935	2.9966009983	315.590749561	30.8221816968	11.099952697753906	4.384954452514648	10.30315399169922	3.2826404571533203	9.596800804138184	12.06385326385498	8.749913215637207	12.966985702514648	0.3824572265148163	0.0278443954885005
Basen	Basen	47	10	3	314,318	b1	0	biology	1	5			0	0	0	0	0	0	1	0	0	0	NN	Basen	5.0	nn	Base	4.0	ba-sen	2.0	3.79323665414	3.79323665414	5.85335656113	65.7358102068	16.6953484191	23.7008648294	6.89018381583	9482.75645711	29258.3840615	1777678.45693	4059927.31102	449209.578998	800170.378171	352956.558603	506995.779073	17498.1271098	1827.57978495	130.040981589	0.0241313926767	0.2714371037	53.3096901329	3.4246868552	66.8966714242	17.123434276	53.3096901329	3.4246868552	73.5511857269	23.1166362726	12.825087547302246	8.778677940368652	9.198631286621094	5.471246719360352	3.840398550033569	1.6517140865325928	3.543572425842285	1.3803906440734863	1.934075352270156	0.548455604177434
umfassen	umfassen	48	11	3	319,326	b1	0	biology	1	8			0	0	0	0	0	0	0	0	0	0	VVINF	umfassen	8.0	vvinf	umfassen	8.0	um-fas-sen	3.0	7.48837236033	11.9110900972	50.7835907231	17.5437195254	17.123434276	125.690224654	22.6103554497	12681.5994676	29738.2683071	2380607.60245	5613344.29233	490310.148354	849213.606281	381298.764499	493710.990676	32509.3788389	2649.44500165	143.619787802	0.0418725325978	0.314516078183	0.0	0.0	0.24525236988	1.2842575707	0.0	0.0	6.98969254157	3.4246868552	1.4057523012161257	2.5805888175964355	1.182971715927124	1.8842426538467407	3.566158533096313	4.950791358947754	6.105142593383789	4.858707904815674	0.0853552818298339	0.0189304817467927
kann	kann.	49	12	3	327,330	b1	0	biology	1	4		$.	0	0	0	0	0	0	0	0	0	0	VMFIN	kann	4.0	vmfin	können	6.0	kann	1.0	1325.79343618	1325.79343618	3346.01895766	1326.12861441	3.8527727121	2506.87072943	2422.9859015	1631.77846792	157.107509482	1243505.69068	2838879.6137	271586.114193	396834.305088	224930.07998	258268.906412	11052.747678	2573.61296889	1463.46994155	0.0336937487676	0.238078476838	0.0	0.0	1934.49346806	19.6919494174	0.0	0.0	1937.19124413	26.1132372709	1.1810717582702637	0.5549900531768799	1.073627471923828	0.5054565072059631	0.6222796440124512	0.226098358631134	0.4613502621650696	0.1627398431301117	28.854101061820984	28.42255307734013
Bei	Bei	50	1	4	332,334	b1	0	biology	1	3			0	0	0	1	0	0	0	0	0	0	APPR	Bei	3.0	appr	bei	3.0	bei	1.0	327.460964263	327.460964263	2489.87563473	327.460964263	0.428085856899	1367.71639646	620.644170113	5555.26048062	4566.8199214	1160001.6651	2421606.34937	118793.748782	214179.915924	40781.324346	81208.3151397	17498.1271098	8127.15668292	979.153736587	0.00843197312875	0.0257546831681	3195.07429908	0.856171713799	3346.99996714	28.6817524123	3195.07429908	0.856171713799	3444.13625577	39.3838988348	4.724378108978272	6.597290515899658	4.774264335632324	6.022963523864746	16.515869140625	0.0617530234158039	17.94551658630371	0.0082559967413544	0.6738410592079163	1.1806302070617676
der	der	51	2	4	335,337	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554	1.6458332538604736	1.8312970399856567	1.6596590280532837	1.9856632947921755	9.4923095703125	0.1210857629776001	8.673930168151855	0.1472887992858886	2.987295150756836	27.52402305603028
rekombinatorischen	"""rekombinatorischen"	52	3	4	339,356	b1	0	biology	1	18	$(		1	0	0	0	0	1	0	0	0	0	ADJA	rekombinatorischen	18.0	adja	rekombinatorisch	17.0	re-kom-bi-na-to-ri-schen	7.0		0.00817507899599		0.12262618494	4.70894442589	0.126068429944	0.0155184320176	32104.851405	109256.500484	5522015.49182	12789930.5645	837839.648065	1826864.09986	439144.503489	752311.235541	4443.89936651	2162.46372094	14.4371895069	9.18e-07	6.1739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.341123580932617	14.960247039794922	28.265304565429688	14.969257354736328	27.428571701049805	15.012404441833496	26.33350372314453	18.06498336791992	27.223077902388468	24.60599624551816
Reparatur	"Reparatur"""	53	4	4	357,365	b1	0	biology	1	9		$(	1	0	0	0	0	0	0	0	0	0	NN	Reparatur	9.0	nn	Reparatur	9.0	re-pa-rat-ur	4.0	2.77952685864	2.77952685864	5.24840071543	11.0527068026	20.1200352743	27.7350545876	5.21419315792	14743.4279661	47415.6456819	2438037.72042	6038234.06022	215008.460757	437238.33252	137370.773767	159558.301013	9222.31479046	4688.04810073	201.409421224	0.00364464221176	0.126692630968	0.0	0.0	0.016350157992	0.856171713799	0.0	0.0	0.32700315984	1.7123434276	8.676432609558105	2.636418581008911	6.982728004455566	1.616429090499878	7.755302906036377	0.9398560523986816	7.332986354827881	0.3573950231075287	30.068061351776123	26.18158459663391
bindet	bindet	54	5	4	367,372	b1	0	biology	1	6			0	0	0	0	0	0	0	0	0	0	VVFIN	bindet	6.0	vvfin	binden	6.0	bin-det	2.0	5.3056262684	5.3056262684	51.5356979907	24.7132638049	7.27745956729	48.4102770984	9.97835178734	1765.20393221	2442.65789947	2190208.87629	4552449.07919	368359.502892	467071.207801	140314.145559	158792.455415	20337.830725	2547.64074292	330.534793966	0.0369559388274	0.240878843622	193.896523627	1.2842575707	197.28918141	4.70894442589	193.896523627	1.2842575707	198.172089942	6.42128785349	6.820415496826172	4.645130157470703	6.791149139404297	2.725941896438598	7.220312595367432	4.776267051696777	9.30813980102539	4.903746604919434	0.041195272529876	0.0129260248904756
das	das	55	6	4	373,375	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	das	3.0	art	d	1.0	das	1.0	5535.50948977	7683.24989344	80100.3069113	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971	3.2077789306640625	0.0136511102318763	7.518500804901123	0.0160581618547439	9.17516803741455	2.176339626312256	6.460679531097412	1.7378835678100586	6.389413465512916e-05	0.0341294221580028
RecA-Protein	RecA-Protein	56	7	4	376,387	b1	0	biology	1	12			0	0	0	0	0	1	0	0	1	1	NN	RecA-Protein	12.0	nn	RecA-Protein	12.0																															28.681272506713867	8.808806419372559	25.08098793029785	7.781956195831299	16.60298728942871	1.3965575695037842	10.241300582885742	1.701443433761597	38.9437854513526	23.35399696335662
an	an	57	8	4	388,389	b1	0	biology	1	2			0	0	0	0	0	0	0	0	0	0	APPR	an	2.0	appr	an	2.0	an	1.0	3187.89657972	3884.37243479	4068.76951662	0.0	0.0	5613.44898011	6653.07769303	12719.6789856	19259.154616	717398.252987	1649175.07855	279301.541198	364343.444721	252342.313415	264619.560099	41334.1231877	8435.34898599	-0.00817507899599	0.0614799109559	0.290369413682	13165.4578681	0.428085856899	16682.1888254	42.380499833	13165.4578681	0.428085856899	19757.6290185	75.7711966712	0.2316643744707107	0.4398374259471893	0.1181718483567237	0.2544679939746856	4.208807945251465	0.9640450477600098	2.683075428009033	1.1313371658325195	7.860583782196045	0.001032653497532
die	die	58	9	4	390,392	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383	11.32753086090088	0.1860638260841369	9.295825958251951	0.1561740040779113	0.0796498283743858	0.0991800427436828	0.0789386630058288	0.0329526737332344	22.20747756958008	0.0141928317025303
Einzelstrang-DNA-Enden	Einzelstrang-DNA-Enden	59	10	4	393,414	b1	0	biology	1	22			0	0	0	0	0	0	1	0	1	1	NN	Einzelstrang-DNA-Enden	22.0	nn	Einzelstrang-DNA-Ende	21.0																															35.08833694458008	32.02040100097656	32.70380401611328	23.215038299560547	13.847567558288574	14.26634407043457	10.701181411743164	10.137300491333008	58.25651864521205	62.97937837169229
links	links	60	11	4	415,419	b1	0	biology	1	5			0	0	0	0	0	0	0	0	0	0	ADV	links	5.0	adv	links	5.0	links	1.0	65.343406415	65.3924568889	70.4037803135	86.8438641744	8.56171713799	218.728725952	119.36777908	88.3072033147	230.738276869	1333171.32234	3201780.40908	185284.470308	332353.444807	77578.0416136	130011.81517	7813.184599	1588.18894671	203.731143659	0.0176247895288	0.27438746055	0.0	0.0	26.7325083169	7.70554542419	0.0	0.0	28.514675538	10.7021464225	10.738893508911133	2.381433486938477	11.613197326660156	2.453801393508911	2.84007215499878	0.0006444760947488	2.4327218532562256	0.0002209896047133	4.172238186583854e-05	4.1440606117248535
und	und	61	12	4	420,422	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	8.96175765991211	1.3304060697555542	8.847651481628418	1.213708519935608	0.0043922620825469	2.2705841064453125	0.0088217994198203	1.7622435092926023	0.1039658114314079	23.64268684387207
rechts	rechts	62	13	4	423,428	b1	0	biology	1	6			0	0	0	0	0	0	0	0	0	0	ADV	rechts	6.0	adv	rechts	6.0	rechts	1.0	64.7384505693	64.7956761222	64.7956761222	106.022599499	14.1268332777	212.803509745	117.350382917	348.650769021	1530.83502427	2011369.02513	4757324.54901	283478.46701	620010.445295	107064.439741	190845.38395	4443.89936651	2162.46372094	569.018198437	0.0202636992413	0.250151863007	0.0	0.0	57.8632091336	5.99320199659	214.816550778	0.428085856899	277.24962907	10.2740605656	1.7791552543640137	4.442409992218018	1.4182506799697876	3.7174015045166016	0.020710565149784	0.0044722943566739	0.0089020198211073	0.0029089204035699	9.81181526184082	0.1490857899188995
der	der	63	14	4	429,431	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554	6.985416412353516	1.7585712671279907	3.1842234134674072	1.1057995557785034	6.787209510803223	0.5885974764823914	8.869867324829102	1.0957845449447632	6.379783630371094	0.0671077296137809
Replikationslücke	Replikationslücke	64	15	4	432,448	b1	0	biology	1	17			0	0	0	0	0	1	0	0	0	0	NN	Replikationslücke	17.0	nn	Replikationslücke	17.0	re-pli-ka-ti-ons-lüc-ke	7.0																													17.861970901489258	6.037473678588867	15.002269744873049	7.012428283691406	13.020606994628906	4.555435657501221	10.637192726135254	1.7182222604751587	7.357511613216047	0.2206878935403438
und	und	65	16	4	449,451	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	3.5564446449279785	3.750560760498047	3.544653415679932	4.016144275665283	2.263604164123535	0.2886557281017303	2.082097053527832	0.1369027197360992	0.1322396844625473	0.0005415403284132
sucht	sucht	66	17	4	452,456	b1	0	biology	1	5			0	0	0	0	0	0	0	0	0	0	VVFIN	sucht	5.0	vvfin	suchen	6.0	sucht	1.0	47.6280102307	47.6280102307	231.886115721	58.0185356346	2.9966009983	257.809939235	88.951652325	280.863013986	258.991943424	1076314.41148	2722133.75115	301069.29134	443873.235216	182100.129888	159042.029469	48925.779496	365.932886019	216.214489286	0.0247814403504	0.197748683586	0.0	0.0	36.5671283491	10.7021464225	56.5878968103	0.428085856899	96.4986324687	15.4110908484	1.4062745571136477	11.820171356201172	1.426692247390747	12.026430130004885	6.286932945251465	5.404955863952637	6.7805609703063965	6.132709503173828	0.0317110195755958	1.931092977523804
die	die	67	18	4	457,459	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383	8.763988494873047	8.98255729675293	10.644635200500488	8.96292495727539	7.91466474533081	0.1972135454416275	3.2881851196289062	0.1580490469932556	0.1083802431821823	0.0012607967946678
Schwesterchromatide	Schwesterchromatide	68	19	4	460,478	b1	0	biology	1	19			0	0	0	0	0	1	0	0	0	0	NN	Schwesterchromatide	19.0	prels	Schwesterchromatide	19.0	schwe-ster-chro-ma-ti-de	6.0	0.00817507899599	0.00817507899599	0.00817507899599	30.9017986049	727.745956729	0.126068429944	0.0155184320176	32681.8403054	112721.855495	5668825.28538	12875639.7743	981145.848012	2067384.99473	236421.134518	488605.210661	26995.0755041	5794.60226839	5748.46212253	3.08e-07	0.003816793	0.0	0.0	0.0	0.0	0.024525236988	0.428085856899	0.024525236988	0.428085856899	27.67123413085937	29.09271240234375	22.844913482666016	23.089006423950195	12.136985778808594	11.018233299255373	12.689698219299316	10.36298370361328	7.655036700889468	6.45778040215373
oder	oder	69	20	4	479,482	b1	0	biology	1	4			0	0	0	0	0	0	0	0	0	0	KON	oder	4.0	kon	oder	4.0	o-der	2.0	2382.24254467	2382.24254467	2440.80063552	2382.26706991	1.2842575707	3195.07828849	3786.12496993	46489.2135514	49053.0740845	1447738.97221	3094476.83627	387480.767411	538964.374695	245168.738822	173303.709792	5492.20609632	2385.56980182	2382.69217401	0.0664484844681	0.385688126346	0.0	0.0	81.66903917	10.7021464225	26530.3631386	0.428085856899	26614.3539002	24.4008938433	0.2444600462913513	0.924352526664734	0.1253475099802017	0.7204840183258057	0.2196615487337112	1.4567747116088867	0.1467595398426056	0.4527779817581177	2.8509769439697266	28.34573554992676
das	das	70	21	4	483,485	b1	0	biology	1	3			0	0	0	0	0	0	0	0	0	0	ART	das	3.0	art	d	1.0	das	1.0	5535.50948977	7683.24989344	80100.3069113	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971	1.812692403793335	0.8712374567985535	0.6848280429840088	0.5394316911697388	0.001502338447608	4.42252779006958	0.0011923355050384	4.2554426193237305	0.0285574942827224	1.293680191040039
homologe	homologe	71	22	4	486,493	b1	0	biology	1	8			0	0	0	0	0	1	0	0	0	0	ADJA	homologe	8.0	adja	homolog	7.0	ho-mo-lo-ge	4.0	0.44962934478	0.44962934478	2.2481467239	2.22362148691	12.4144898501	3.15171074859	0.85351376097	48563.9341495	123825.546452	1736066.65083	4344354.40372	246227.991982	458509.062578	159270.584136	212219.710785	17646.9952984	802.122400929	24.6151628569	0.00294178752727	0.245747503927	0.0	0.0	0.302477922852	1.2842575707	0.792982662611	0.428085856899	1.98654419603	2.9966009983	14.11993408203125	10.912619590759276	10.27491855621338	10.290094375610352	2.561959981918335	2.050291061401367	1.4242324829101562	1.0218968391418457	0.2096717655658722	0.2563320510089397
Chromosom	Chromosom	72	23	4	494,502	b1	0	biology	1	9			0	0	0	0	0	0	1	0	0	0	NN	Chromosom	9.0	nn	Chromosom	9.0	chro-mo-som	3.0	1.15268613843	1.15268613843	6.97334238358	47.6361853096	35.5311261227	1.89102644916	2.01739616229	2232.00911796	13312.185892	1383706.99562	3727878.23526	96218.8403901	217983.030677	38052.891731	52997.8852559	2901.18020918	1099.78520225	280.372509247	0.0294803495674	0.240639270128	0.0	0.0	0.0	0.0	0.0	0.0	0.515029976748	1.7123434276	4.872161865234375	5.195643424987793	3.334610939025879	3.931705474853516	1.771520733833313	0.8033562898635864	2.010542869567871	1.7357240915298462	2.084707612171769	2.0867753103375435
nach	nach	73	24	4	503,506	b1	0	biology	1	4			0	0	0	0	0	0	0	0	0	0	APPR	nach	4.0	appr	nach	4.0	nach	1.0	2391.39045807	2502.6941586	2810.50223295	2502.74320907	2.1404292845	4686.84602002	4309.48408973	3967.0388336	3346.34714338	1067927.15648	2448323.1877	213866.982652	365842.601392	118034.496495	66628.5670254	21439.2836433	4139.62292628	3075.39114258	0.0451554294378	0.247249102273	0.0	0.0	2812.17812415	22.2604645588	0.0	0.0	2844.01188176	30.8221816968	3.995884418487549	8.516716003417969	3.436439037322998	5.465688705444336	1.641915202140808	0.1511250436305999	1.7720990180969238	0.2955626845359802	22.48100471496582	0.0016484970692545
homologen	homologen	74	25	4	507,515	b1	0	biology	1	9			0	0	0	0	0	1	0	0	0	0	ADJA	homologen	9.0	adja	homolog	7.0	ho-mo-lo-gen	4.0	0.792982662611	0.792982662611	2.2481467239	4.63526979073	13.2706615639	1.76495801921	1.48976947369	24382.8025866	71071.2420483	2208942.20061	5324845.67505	488029.448466	919990.32526	367863.152971	503150.711907	17646.9952984	802.122400929	24.6151628569	0.000137162886598	0.13416131001	0.0	0.0	1.07911042747	1.7123434276	0.0	0.0	1.52873977225	2.1404292845	13.160898208618164	12.191434860229492	10.76025390625	11.249494552612305	4.791972160339356	4.474111557006836	4.40690279006958	3.979291439056397	0.1324725002050399	0.0819438290782272
Sequenzen	Sequenzen	75	26	4	516,524	b1	0	biology	1	9			0	0	0	0	0	0	1	0	0	0	NN	Sequenzen	9.0	nn	Sequenz	7.0	se-quen-zen	3.0	1.30801263936	1.30801263936	3.93221299707	1.79034230012	5.56511613969	9.45513224578	2.32776480264	11948.6954605	32687.3517753	3519546.76512	7443324.85723	603486.792183	1189965.66751	361723.546019	542489.661727	26995.0755041	2545.55609777	6.62998906575	0.0592269197987	0.297525523472	0.0	0.0	0.024525236988	1.2842575707	0.0	0.0	0.024525236988	1.2842575707	8.637812614440918	8.922981262207031	5.583470344543457	6.439406394958496	1.8267829418182373	1.6549828052520752	1.163542628288269	1.1277285814285278	0.0013523147790692	0.0008330984273925
ab	ab.	76	27	4	525,526	b1	0	biology	1	2		$.	0	0	0	0	0	0	0	0	0	0	PTKVZ	ab	2.0	ptkvz	ab	2.0	ab	1.0	389.771416371	442.288123841	459.145136731	0.0	0.0	1691.83832985	823.190744807	4158.38473258	11617.3939845	322091.531504	875023.330679	55598.1645215	46067.6033185	49929.8018229	27682.1719364	41334.1231877	4277.97796321	-0.00817507899599	0.0446111048802	0.311494298086	5804.4041881	1.2842575707	6100.80802726	38.0996412641	5804.4041881	1.2842575707	6749.51689575	61.6443633935	2.946807861328125	2.749440193176269	1.115978121757507	0.8602515459060669	0.9302780628204346	1.0471471548080444	1.7368528842926023	0.7092187404632568	25.757946848869324	28.098973751068115
Ist	Ist	77	1	5	528,530	b1	0	biology	1	3			0	0	0	1	0	0	0	0	0	0	VAFIN	Ist	3.0	vafin	sein	4.0	ist	1.0	121.849552435	121.914953067	17044.4184006	121.914953067	0.428085856899	397.115554323	230.634936646	6392.98535058	321.920564388	558019.463506	1520086.64458	138889.049438	222682.557214	106346.937583	97360.4226064	8060.80774179	289.577648196	133.106636213	0.00320616865797	0.0204244763765	6201.98280491	0.428085856899	6245.58867628	18.8357777036	6201.98280491	0.428085856899	6255.68489884	26.9694089847	6.431960582733154	0.367309957742691	6.478854179382324	0.4333625137805938	13.888813972473145	0.0461029410362243	19.14984893798828	0.0020032117608934	0.252291202545166	0.0136532271280884
