sent_index_in_text	sentence	dependency_tree	text_id_numeric	text_id
7	Ist die Periode der Struktur ein ungeradzahlig π-vielfaches der halben Wellenlänge, sind die Phasen der reflektierten Wellen gegeneinander verschoben und die reflektierten Anteile löschen sich teilweise oder ganz aus.	(S (VAFIN Ist) (NP (ART die) (NN Periode) (NP (ART der) (NN Struktur))) (NP (ART ein) (ADJD ungeradzahlig) (NN π-vielfaches) (NP (ART der) (ADJA halben) (NN Wellenlänge)))) ($, ,) (CS (S (VAFIN sind) (NP (ART die) (NN Phasen) (NP (ART der) (ADJA reflektierten) (NN Wellen))) (VP (ADV gegeneinander) (VVPP verschoben))) (KON und) (S (NP (ART die) (ADJA reflektierten) (NN Anteile)) (VVFIN löschen) (PRF sich) (CAVP (ADV teilweise) (KON oder) (ADV ganz)) (PTKVZ aus))) ($. .)	8	p2
1	Eine chlorophyllhaltige Parenchymzelle in einem Angiospermenblatt exportiert organisches Material in Form von Saccharose aus der Zelle und versorgt damit selbst in der Nacht alle chlorophyllfreien Zellen der Pflanze.	(CS (S (NP (ART Eine) (ADJA chlorophyllhaltige) (NN Parenchymzelle) (PP (APPR in) (ART einem) (NN Angiospermenblatt))) (VVFIN exportiert) (NP (ADJA organisches) (NN Material)) (PP (APPR in) (NN Form) (PP (APPR von) (NN Saccharose))) (PP (APPR aus) (ART der) (NN Zelle))) (KON und) (S (VVFIN versorgt) (PROAV damit) (PP (ADV selbst) (APPR in) (ART der) (NN Nacht)) (NP (PIAT alle) (ADJA chlorophyllfreien) (NN Zellen) (NP (ART der) (NN Pflanze))))) ($. .)	4	b4
2	Das Prinzip ist einfach:	(S (NP (ART Das) (NN Prinzip)) (VAFIN ist) (ADJD einfach)) ($. :)	4	b4
3	Am Tag speichert der Chloroplast die gebildete und überschüssige Glucose aus der Photosynthese als Stärke;	(S (PP (APPRART Am) (NN Tag)) (VVFIN speichert) (NP (ART der) (NN Chloroplast)) (NP (ART die) (CAP (ADJA gebildete) (KON und) (ADJA überschüssige)) (NN Glucose) (PP (APPR aus) (ART der) (NN Photosynthese))) (PP (APPR als) (NN Stärke))) ($. ;)	4	b4
4	in der Nacht kommt es zu einer Stoffentnahme aus diesem Speicher.	(S (PP (APPR in) (ART der) (NN Nacht)) (VVFIN kommt) (PPER es) (PP (APPR zu) (ART einer) (NN Stoffentnahme) (PP (APPR aus) (PDAT diesem) (NN Speicher)))) ($. .)	4	b4
5	Die Zelle kann auf diese Weise Tag und Nacht einen Export gewährleisten.	(S (NP (ART Die) (NN Zelle)) (VMFIN kann) (PP (APPR auf) (PDAT diese) (NN Weise)) (VP (CNP (NN Tag) (KON und) (NN Nacht)) (NP (ART einen) (NN Export)) (VVINF gewährleisten))) ($. .)	4	b4
6	Saccharose ist ein Dimer und wirkt nicht reduzierend, sie wird in der Pflanze vor allem als leicht verfügbarer Speicherstoff verwendet.	(CS (CS (S (NN Saccharose) (VAFIN ist) (NP (ART ein) (NN Dimer))) (KON und) (S (VVFIN wirkt) (PTKNEG nicht) (ADJD reduzierend)))) ($, ,) (S (PPER sie) (VAFIN wird) (VP (PP (APPR in) (ART der) (NN Pflanze)) (PP (PP (APPR vor) (PIS allem)) (APPR als) (AP (ADJD leicht) (ADJA verfügbarer)) (NN Speicherstoff)) (VVPP verwendet))) ($. .)	4	b4
7	Stärke ist ein großes Polymer aus Glucose, wirkt ebenfalls nicht reduzierend und ist hauptsächlich in Speicherorganen zu finden.	(CS (S (NN Stärke) (VAFIN ist) (NP (ART ein) (ADJA großes) (NN Polymer) (PP (APPR aus) (NN Glucose))))) ($, ,) (S (VVFIN wirkt) (ADV ebenfalls) (PTKNEG nicht) (ADJD reduzierend)) (KON und) (S (VAFIN ist) (VP (PP (ADJD hauptsächlich) (APPR in) (NN Speicherorganen)) (VZ (PTKZU zu) (VVINF finden)))) ($. .)	4	b4
8	Das am häufigsten in der Biosphäre vorkommende Kohlenhydrat ist unbestritten die Cellulose.	(S (NP (ART Das) (AP (AA (PTKA am) (ADJD häufigsten)) (PP (APPR in) (ART der) (NN Biosphäre)) (ADJA vorkommende)) (NN Kohlenhydrat)) (VAFIN ist) (ADJD unbestritten) (NP (ART die) (NN Cellulose))) ($. .)	4	b4
9	Sie ist ein lineares Polymer aus β-D-Glucose und liegt hauptsächlich extrazellulär vor.	(CS (S (PPER Sie) (VAFIN ist) (NP (ART ein) (ADJA lineares) (NN Polymer) (PP (APPR aus) (NN β-D-Glucose)))) (KON und) (S (VVFIN liegt) (ADJD hauptsächlich) (ADJD extrazellulär) (PTKVZ vor))) ($. .)	4	b4
10	"Dieses Molekül wird durch membranständige Cellulose-Synthasekomplexe synthetisiert, die in der Membran zirkulieren und in gewisser Weise die Cellulose-Mikrofibrillen ""weben"", die die extrazelluläre Matrix der Pflanzenzellen ausmachen."	"(S (NP (PDAT Dieses) (NN Molekül)) (VAFIN wird) (VP (APPR durch) (ADJA membranständige) (NN Cellulose-Synthasekomplexe) (VVPP synthetisiert))) ($, ,) (PP (CS (S (PRELS die) (PP (APPR in) (ART der) (NN Membran)) (VVFIN zirkulieren)) (KON und) (PP (APPR in) (ADJA gewisser) (NN Weise)) (ART die) (NN Cellulose-Mikrofibrillen))) ($LRB "") (S (VVFIN weben)) ($LRB "") ($, ,) (NP (S (PRELS die) (NP (ART die) (ADJA extrazelluläre) (NN Matrix) (NP (ART der) (NN Pflanzenzellen))) (VVFIN ausmachen))) ($. .)"	4	b4
1	Motormoleküle sind Enzyme, welche die Energie aus der Hydrolyse von ATP in mechanische Energie umwandeln.	(S (NN Motormoleküle) (VAFIN sind) (NN Enzyme)) ($, ,) (NP (S (PRELS welche) (NP (ART die) (NN Energie) (PP (APPR aus) (ART der) (NN Hydrolyse) (PP (APPR von) (NN ATP)))) (PP (APPR in) (ADJA mechanische) (NN Energie)) (VVFIN umwandeln))) ($. .)	3	b3
2	"Dabei induzieren sie eine Konformationsänderung, die einen Transport auf den ""Gleisen"" ermöglicht."	"(S (PROAV Dabei) (VVFIN induzieren) (PPER sie) (ART eine) (NN Konformationsänderung)) ($, ,) (PRELS die) (ART einen) (NN Transport) (APPR auf) (ART den) ($LRB "") (NP (PP (NN Gleisen))) ($LRB "") (NP (S (VVFIN ermöglicht))) ($. .)"	3	b3
3	"Die ""Gleise"" können Mikrotubuli oder Aktinfilamente sein."	"(ART Die) ($LRB "") (NP (NN Gleise)) ($LRB "") (S (VMFIN können) (VP (CNP (NN Mikrotubuli) (KON oder) (NN Aktinfilamente)) (VAINF sein))) ($. .)"	3	b3
4	Aktinbindende Motorproteine sind die Myosine, von denen in Eukaryoten siebzehn Familien vorkommen.	(S (NP (ADJA Aktinbindende) (NN Motorproteine)) (VAFIN sind) (ART die) (NN Myosine)) ($, ,) (NP (S (PP (APPR von) (PRELS denen)) (PP (APPR in) (NE Eukaryoten)) (NP (CARD siebzehn) (NN Familien)) (VVFIN vorkommen))) ($. .)	3	b3
5	Eine schwere Kette ist an der Ausbildung einer Schwanz- und einer Kopfregion beteiligt, welche die Motordomäne bildet.	(S (NP (ART Eine) (ADJA schwere) (NN Kette)) (VAFIN ist) (VP (PP (APPR an) (ART der) (NN Ausbildung) (CNP (NP (ART einer) (TRUNC Schwanz-)) (KON und) (ART einer) (NN Kopfregion))) (VVPP beteiligt))) ($, ,) (NP (S (PRELS welche) (NP (ART die) (NN Motordomäne)) (VVFIN bildet))) ($. .)	3	b3
6	Der Kopf besitzt eine Aktin- und eine ATP-Bindungsstelle.	(S (NP (ART Der) (NN Kopf)) (VVFIN besitzt) (CNP (NP (ART eine) (TRUNC Aktin-)) (KON und) (NP (ART eine) (NN ATP-Bindungsstelle)))) ($. .)	3	b3
7	Im Übergangsbereich von Kopf zu Schwanz können unterschiedliche leichte Ketten binden und auf diese Weise an der Regulation von Myosin mitwirken.	(S (PP (APPRART Im) (NN Übergangsbereich) (PP (PP (APPR von) (NN Kopf)) (PP (APPR zu) (NN Schwanz)))) (VMFIN können) (ADJA unterschiedliche) (CVP (VP (NP (ADJA leichte) (NN Ketten)) (VVINF binden)) (KON und) (VP (PP (APPR auf) (PDAT diese) (NN Weise)) (PP (APPR an) (ART der) (NN Regulation) (PP (APPR von) (NN Myosin))) (VVINF mitwirken)))) ($. .)	3	b3
8	In den nicht muskulären Zellen beispielsweise registriert eine Calmodulinkette die Anwesenheit von Calciumionen und ermöglicht die Bindung von Myosin an Aktin.	(CS (S (PP (APPR In) (ART den) (AP (PTKNEG nicht) (ADJA muskulären)) (NN Zellen) (ADV beispielsweise)) (VVFIN registriert) (NP (ART eine) (NN Calmodulinkette)) (NP (ART die) (NN Anwesenheit) (PP (APPR von) (NN Calciumionen)))) (KON und) (S (VVFIN ermöglicht) (NP (ART die) (NN Bindung) (PP (APPR von) (NN Myosin)) (PP (APPR an) (NN Aktin))))) ($. .)	3	b3
9	Je nach Klasse kann der Schwanz an Vesikel anlagern, um sie entlang des Aktinfilaments zu ziehen.	(S (PP (ADV Je) (APPR nach) (NN Klasse)) (VMFIN kann) (NP (ART der) (NN Schwanz)) (VP (PP (APPR an) (NN Vesikel)) (VVINF anlagern))) ($, ,) (VP (KOUI um) (PPER sie) (PP (APPR entlang) (ART des) (NN Aktinfilaments)) (VZ (PTKZU zu) (VVINF ziehen))) ($. .)	3	b3
10	Alle Myosine bis auf Myosin VI bewegen sich zum +Ende des Aktinfilaments.	(S (NP (PIAT Alle) (NN Myosine) (PP (APPR bis) (APPR auf) (NN Myosin) (CARD VI))) (VVFIN bewegen) (PRF sich) (PP (APPRART zum) ($LRB +) (PP (NN Ende) (NP (ART des) (NN Aktinfilaments))))) ($. .)	3	b3
11	Myosin II ist ein Dimer, es hat zwei Köpfe und kann mit seinem Schwanz an ein bipolares Filament binden.	(CS (S (PN (NE Myosin) (CARD II)) (VAFIN ist) (NP (ART ein) (NN Dimer)))) ($, ,) (S (PPER es) (VAFIN hat) (NP (CARD zwei) (NN Köpfe))) (KON und) (S (VMFIN kann) (VP (PP (APPR mit) (PPOSAT seinem) (NN Schwanz)) (PP (APPR an) (ART ein) (ADJA bipolares) (NN Filament)) (VVINF binden))) ($. .)	3	b3
12	Es ist im kontraktilen Apparat der Muskelzellen zu finden, aber auch in anderen Zellen, wo es am Kontraktionsmechanismus beteiligt ist.	(S (PPER Es) (VAFIN ist) (VP (CPP (PP (APPRART im) (ADJA kontraktilen) (NN Apparat) (NP (ART der) (NN Muskelzellen)))) (VZ (PTKZU zu) (VVINF finden)))) ($, ,) (KON aber) (ADV auch) (APPR in) (ADJA anderen) (NN Zellen) ($, ,) (PP (S (PWAV wo) (PPER es) (VP (PP (APPRART am) (NN Kontraktionsmechanismus)) (VVPP beteiligt)) (VAFIN ist))) ($. .)	3	b3
1	Wenn ein ruhendes Atom ein Photon absorbiert, so nimmt es bei der Absorption den Photonenimpuls auf und erfährt deshalb einen Rückstoßimpuls, der zu einer kinetischen Rückstoßenergie führt.	(AVP (S (KOUS Wenn) (NP (ART ein) (ADJA ruhendes) (NN Atom)) (NP (ART ein) (NN Photon)) (VVFIN absorbiert))) ($, ,) (CS (S (ADV so) (VVFIN nimmt) (PPER es) (PP (APPR bei) (ART der) (NN Absorption)) (NP (ART den) (NN Photonenimpuls)) (PTKVZ auf)) (KON und) (S (VVFIN erfährt) (PROAV deshalb) (ART einen) (NN Rückstoßimpuls))) ($, ,) (NP (S (PRELS der) (PP (APPR zu) (ART einer) (ADJA kinetischen) (NN Rückstoßenergie)) (VVFIN führt))) ($. .)	7	p1
2	Die Photonenenergie wird dabei zum einen als Rückstoßenergie und zum anderen als Anregungsenergie auf das Atom übertragen.	(S (NP (ART Die) (NN Photonenenergie)) (VAFIN wird) (VP (PROAV dabei) (CPP (PP (PP (APPRART zum) (PIS einen)) (APPR als) (NN Rückstoßenergie)) (KON und) (PP (PP (APPRART zum) (PIS anderen)) (APPR als) (NN Anregungsenergie) (PP (APPR auf) (ART das) (NN Atom)))) (VVPP übertragen))) ($. .)	7	p1
3	Die Frequenz der Anregung unterscheidet sich also von der des Photons um einen gewissen Betrag.	(S (NP (ART Die) (NN Frequenz) (NP (ART der) (NN Anregung))) (VVFIN unterscheidet) (PRF sich) (ADV also) (PP (APPR von) (PDS der) (NP (ART des) (NN Photons))) (PP (APPR um) (ART einen) (ADJA gewissen) (NN Betrag))) ($. .)	7	p1
4	Auch bei der Emission eines Photons erfährt das Atom einen Rückstoß.	(S (PP (ADV Auch) (APPR bei) (ART der) (NN Emission) (NP (ART eines) (NN Photons))) (VVFIN erfährt) (NP (ART das) (NN Atom)) (NP (ART einen) (NN Rückstoß))) ($. .)	7	p1
5	Die dabei erzeugte Rückstoßenergie fehlt dem emittierten Photon, so dass dessen Wellenlänge ebenfalls von jener der Anregung verschieden ist.	(S (NP (ART Die) (AP (PROAV dabei) (ADJA erzeugte)) (NN Rückstoßenergie)) (VVFIN fehlt) (NP (ART dem) (ADJA emittierten) (NN Photon))) ($, ,) (S (ADV so) (KOUS dass) (NP (PDS dessen) (NN Wellenlänge)) (ADV ebenfalls) (AP (PP (APPR von) (PDS jener) (NP (ART der) (NN Anregung))) (ADJD verschieden)) (VAFIN ist)) ($. .)	7	p1
6	Atome, die sich nur in ihrem Impuls unterscheiden, können also Photonen mit unterschiedlicher Frequenz absorbieren bzw. emittieren.	(NN Atome) ($, ,) (NP (S (PRELS die) (PRF sich) (PP (ADV nur) (APPR in) (PPOSAT ihrem) (NN Impuls)) (VVFIN unterscheiden))) ($, ,) (S (VMFIN können) (ADV also) (CVP (VP (NP (NN Photonen) (PP (APPR mit) (ADJA unterschiedlicher) (NN Frequenz))) (VVINF absorbieren)) (KON bzw.) (VP (VVINF emittieren)))) ($. .)	7	p1
7	Befindet sich ein Atom in einem Kristallgitter, überträgt sich der Rückstoß auf dieses und die Energie von absorbiertem und emittiertem Photon entsprechen in etwa der Anregungsenergie.	(S (VVFIN Befindet) (PRF sich) (NP (ART ein) (NN Atom)) (PP (APPR in) (ART einem) (NN Kristallgitter))) ($, ,) (S (VVFIN überträgt) (PRF sich) (CNP (NP (ART der) (NN Rückstoß) (PP (APPR auf) (PDS dieses))) (KON und) (NP (ART die) (NN Energie) (PP (APPR von) (CAP (ADJA absorbiertem) (KON und) (ADJA emittiertem)) (NN Photon)))) (VVINF entsprechen) (NP (PP (APPR in) (ADV etwa)) (ART der) (NN Anregungsenergie))) ($. .)	7	p1
8	Dies wird in der Mößbauerspektroskopie benutzt, um mit Hilfe der Dopplerverschiebung der Emissionslinien etwa Hyperfeinstrukturenaufspaltungen in einer Probe zu analysieren.	(S (PDS Dies) (VAFIN wird) (VP (PP (APPR in) (ART der) (NN Mößbauerspektroskopie)) (VVPP benutzt))) ($, ,) (VP (KOUI um) (PP (APPR mit) (NN Hilfe) (NP (ART der) (NN Dopplerverschiebung) (NP (ART der) (NN Emissionslinien)))) (NP (ADV etwa) (NN Hyperfeinstrukturenaufspaltungen) (PP (APPR in) (ART einer) (NN Probe))) (VZ (PTKZU zu) (VVINF analysieren))) ($. .)	7	p1
1	Ein Prion ist ein infektiöses Protein, das von einem endogenen, zellulären Protein abstammt und dessen Primärstruktur besitzt, sich aber in Sekundär-, Tertiär- und Quartärstrukturen von diesem unterscheidet.	(S (NP (ART Ein) (NN Prion)) (VAFIN ist) (ART ein) (ADJA infektiöses) (NN Protein)) ($, ,) (PRELS das) (APPR von) (ART einem) (CAP (ADJA endogenen)) ($, ,) (NP (CS (S (PP (ADJA zellulären) (NN Protein)) (VVFIN abstammt)) (KON und) (S (NP (PRELAT dessen) (NN Primärstruktur)) (VVFIN besitzt)))) ($, ,) (PRF sich) (ADV aber) (PP (APPR in) (CNP (TRUNC Sekundär-))) ($, ,) (S (TRUNC Tertiär-) (KON und) (NN Quartärstrukturen) (PP (APPR von) (PDS diesem)) (VVFIN unterscheidet)) ($. .)	5	b5
2	Seine strukturellen Eigenschaften verleihen dem Prion die Fähigkeit, sich durch Autokatalyse von einem Wildtypprotein zum Prionenprotein umzuwandeln.	(S (NP (PPOSAT Seine) (ADJA strukturellen) (NN Eigenschaften)) (VVFIN verleihen) (NP (ART dem) (NN Prion)) (ART die) (NN Fähigkeit)) ($, ,) (NP (VP (PRF sich) (PP (APPR durch) (NN Autokatalyse)) (PP (APPR von) (ART einem) (NN Wildtypprotein)) (PP (APPRART zum) (NN Prionenprotein)) (VVIZU umzuwandeln))) ($. .)	5	b5
3	Dieses Ereignis kann spontan oder durch die Aufnahme eines anderen Prions erfolgen.	(S (NP (PDAT Dieses) (NN Ereignis)) (VMFIN kann) (VP (CO (ADJD spontan) (KON oder) (PP (APPR durch) (ART die) (NN Aufnahme) (NP (ART eines) (ADJA anderen) (NN Prions)))) (VVINF erfolgen))) ($. .)	5	b5
4	Die Ausbildung amyloider Fasern und der infektiöse Charakter sind eng miteinander verknüpft.	(S (CNP (NP (ART Die) (NN Ausbildung) (NP (ADJA amyloider) (NN Fasern))) (KON und) (NP (ART der) (ADJA infektiöse) (NN Charakter))) (VAFIN sind) (VP (ADJD eng) (ADV miteinander) (VVPP verknüpft))) ($. .)	5	b5
5	Der Begriff Amyloid ist allgemein gehalten und umfasst Proteinaggregate, die auf eine besondere physikalisch-chemische Weise angeordnet sind: eine Fadenform, in der zum Großteil β-Faltblattstrukturen zu finden sind und in der eine Doppelbrechung von polarisiertem Licht nach Färbung mit Kongorot auftritt.	(S (NP (ART Der) (NN Begriff) (NN Amyloid)) (VAFIN ist) (VP (ADJD allgemein) (VVPP gehalten))) (KON und) (S (VVFIN umfasst) (NN Proteinaggregate))) ($, ,) (S (PRELS die) (VP (PP (APPR auf) (ART eine) (ADJA besondere) (ADJA physikalisch-chemische) (NN Weise)) (VVPP angeordnet)) (VAFIN sind)) ($. :) 	5	b5
7	Das Prion bringt keine genetische Veränderung mit sich, denn das verantwortliche Gen führt weiterhin zur Expression von Proteinen mit normaler Primärstruktur.	(CS (S (NP (ART Das) (NN Prion)) (VVFIN bringt) (NP (PIAT keine) (ADJA genetische) (NN Veränderung)) (PP (APPR mit) (PRF sich)))) ($, ,) (KON denn) (S (NP (ART das) (ADJA verantwortliche) (NN Gen)) (VVFIN führt) (ADV weiterhin) (PP (APPRART zur) (NN Expression) (PP (APPR von) (NN Proteinen) (PP (APPR mit) (ADJA normaler) (NN Primärstruktur))))) ($. .)	5	b5
8	Die Prionenform vermehrt sich somit über die Umwandlung vom Wildtypprotein zum amyloiden Typ.	(S (NP (ART Die) (NN Prionenform)) (VVFIN vermehrt) (PRF sich) (ADV somit) (PP (APPR über) (ART die) (NN Umwandlung) (PP (APPRART vom) (NN Wildtypprotein)) (PP (APPRART zum) (ADJA amyloiden) (NN Typ)))) ($. .)	5	b5
9	Eine Deletion des codierenden Gens des zellulären Proteins würde somit eine Prioneninfektion verhindern.	(S (NP (ART Eine) (NN Deletion) (NP (ART des) (ADJA codierenden) (NN Gens) (NP (ART des) (ADJA zellulären) (NN Proteins)))) (VAFIN würde) (VP (ADV somit) (NP (ART eine) (NN Prioneninfektion)) (VVINF verhindern))) ($. .)	5	b5
1	Das Ziel der holografischen Interferometrie ist es, Veränderungen an Objekten durch Belastungen, thermische Ausdehnung, Schwingungen usw. qualitativ und quantitativ zu erfassen.	(S (NP (ART Das) (NN Ziel) (NP (ART der) (ADJA holografischen) (NN Interferometrie))) (VAFIN ist) (NP (PPER es))) ($, ,) (NP (NN Veränderungen) (PP (APPR an) (NN Objekten)) (PP (APPR durch) (CNP (NN Belastungen)))) ($, ,) (NP (ADJA thermische) (NN Ausdehnung)) ($, ,) (VP (NN Schwingungen) (ADV usw.) (CAP (ADJD qualitativ) (KON und) (ADJD quantitativ)) (VZ (PTKZU zu) (VVINF erfassen))) ($. .)	10	p4
2	Beim Echtzeitverfahren der holografischen Interferometrie wird von einem Objekt in Ruhe ein Hologramm aufgenommen.	(S (PP (APPRART Beim) (NN Echtzeitverfahren) (NP (ART der) (ADJA holografischen) (NN Interferometrie))) (VAFIN wird) (PP (APPR von) (ART einem) (NN Objekt)) (PP (APPR in) (NN Ruhe)) (NP (ART ein) (NN Hologramm)) (VP (VVPP aufgenommen))) ($. .)	10	p4
3	Die Hologrammplatte wird dann, ohne sie zu bewegen, am festen Ort der Aufnahme entwickelt und mit der Referenzwelle beleuchtet, sodass ein Hologrammbild erzeugt wird.	(S (NP (ART Die) (NN Hologrammplatte)) (VAFIN wird) (ADV dann)) ($, ,) (VP (KOUI ohne) (PPER sie) (VZ (PTKZU zu) (VVINF bewegen))) ($, ,) (CVP (VP (PP (APPRART am) (ADJA festen) (NN Ort) (NP (ART der) (NN Aufnahme))) (VVPP entwickelt)) (KON und) (VP (PP (APPR mit) (ART der) (NN Referenzwelle)) (VVPP beleuchtet))) ($, ,) (S (KOUS sodass) (NP (ART ein) (NN Hologrammbild)) (VVPP erzeugt) (VAFIN wird)) ($. .)	10	p4
4	Nimmt man am Objekt nur sehr kleine Änderungen vor und beleuchtet es am gleichen Ort wieder genau wie bei der ersten Aufnahme, so werden sich diese Änderungen in Phasenverschiebungen der Signalwelle äußern.	(AVP (S (S (VVFIN Nimmt) (PIS man) (PP (APPRART am) (NN Objekt)) (NP (AP (ADV nur) (ADV sehr) (ADJA kleine)) (NN Änderungen)) (PTKVZ vor)) (KON und) (S (VVFIN beleuchtet) (PPER es) (PP (APPRART am) (ADJA gleichen) (NN Ort)) (ADV wieder) (PP (ADJD genau) (PP (KOKOM wie) (APPR bei) (ART der) (ADJA ersten) (NN Aufnahme)))))) ($, ,) (S (ADV so) (VAFIN werden) (PRF sich) (NP (PDAT diese) (NN Änderungen)) (VP (PP (APPR in) (NN Phasenverschiebungen) (NP (ART der) (NN Signalwelle))) (VVINF äußern))) ($. .)	10	p4
5	Die Überlagerung dieser Signalwelle vom veränderten Objekt mit der Rekonstruktionswelle vom Hologramm des unveränderten Objektes führt zu Interferenzstrukturen im holografischen Bild, die nur für diejenigen Teile des Objektes auftreten, die sich verändert haben.	(S (NP (ART Die) (NN Überlagerung) (NP (PDAT dieser) (NN Signalwelle)) (PP (APPRART vom) (ADJA veränderten) (NN Objekt)) (PP (APPR mit) (ART der) (NN Rekonstruktionswelle) (PP (APPRART vom) (NN Hologramm) (NP (ART des) (ADJA unveränderten) (NN Objektes))))) (VVFIN führt) (APPR zu) (NN Interferenzstrukturen) (PP (APPRART im) (ADJA holografischen) (NN Bild))) ($, ,) (PP (S (PRELS die) (ADV nur) (APPR für) (PDAT diejenigen) (NN Teile) (NP (ART des) (NN Objektes)) (VVFIN auftreten))) ($, ,) (PP (S (PRELS die) (VP (PRF sich) (VVPP verändert)) (VAFIN haben))) ($. .)	10	p4
6	Auf diese Weise kann man Gestaltsänderungen feststellen, die wesentlich kleiner als eine Wellenlänge des beleuchtenden Lichtes sind.	(S (PP (APPR Auf) (PDAT diese) (NN Weise)) (VMFIN kann) (PIS man) (VP (NN Gestaltsänderungen) (VVINF feststellen))) ($, ,) (NP (S (PRELS die) (AP (ADJD wesentlich) (ADJD kleiner) (NP (KOKOM als) (ART eine) (NN Wellenlänge) (NP (ART des) (ADJA beleuchtenden) (NN Lichtes)))) (VAFIN sind))) ($. .)	10	p4
1	Durch Einführen der effektiven Masse können Elektronen im Leitungsband und Löcher im Valenzband eines Kristalles wie freie Teilchen aufgefasst werden und bewegen sich am Energieminimum im Leitungsband und am Energiemaximum im Valenzband auf Parabeln.	(CS (S (PP (APPR Durch) (NN Einführen) (NP (ART der) (ADJA effektiven) (NN Masse))) (VMFIN können) (NN Elektronen) (PP (PP (APPRART im) (NN Leitungsband)) (KON und) (NP (NN Löcher) (PP (APPRART im) (NN Valenzband) (NP (ART eines) (NN Kristalles))))) (VP (VP (NP (KOKOM wie) (ADJA freie) (NN Teilchen)) (VVPP aufgefasst)) (VAINF werden))) (KON und) (S (VVFIN bewegen) (PRF sich) (CPP (PP (APPRART am) (NN Energieminimum) (PP (APPRART im) (NN Leitungsband))) (KON und) (PP (APPRART am) (NN Energiemaximum) (PP (APPRART im) (NN Valenzband)))) (PP (APPR auf) (NN Parabeln)))) ($. .)	11	p5
2	Da die effektive Masse im oberen Teil des Valenzbandes negativ ist, wird die Energieparabel der Löcher nach unten gekrümmt.	(S (KOUS Da) (NP (ART die) (ADJA effektive) (NN Masse) (PP (APPRART im) (ADJA oberen) (NN Teil) (NP (ART des) (NN Valenzbandes)))) (ADJD negativ) (VAFIN ist)) ($, ,) (S (VAFIN wird) (NP (ART die) (NN Energieparabel) (NP (ART der) (NN Löcher))) (VP (PP (APPR nach) (ADV unten)) (VVPP gekrümmt))) ($. .)	11	p5
3	Daraus ergeben sich zwischen den Parabeln die so genannten Standardbänder.	(S (PROAV Daraus) (VVFIN ergeben) (PRF sich) (PP (APPR zwischen) (ART den) (NN Parabeln)) (NP (ART die) (AP (ADV so) (ADJA genannten)) (NN Standardbänder))) ($. .)	11	p5
4	Bei der Absorption eines Photons kann ein Elektron aus dem Valenzband in das Leitungsband angeregt werden.	(S (PP (APPR Bei) (ART der) (NN Absorption) (NP (ART eines) (NN Photons))) (VMFIN kann) (NP (ART ein) (NN Elektron)) (VP (VP (PP (APPR aus) (ART dem) (NN Valenzband)) (PP (APPR in) (ART das) (NN Leitungsband)) (VVPP angeregt)) (VAINF werden))) ($. .)	11	p5
5	Weil der Wellenvektor des Photons sehr klein ist, wird die Wahrscheinlichkeit für einen solchen Übergang viel größer, wenn der Wellenvektor des Elektrons dabei erhalten bleibt, als wenn wegen der Impulserhaltung beim Übergang zusätzlich ein Phonon angeregt werden muss.	(S (KOUS Weil) (NP (ART der) (NN Wellenvektor) (NP (ART des) (NN Photons))) (AP (ADV sehr) (ADJD klein)) (VAFIN ist)) ($, ,) (S (VAFIN wird) (NP (ART die) (NN Wahrscheinlichkeit) (PP (APPR für) (ART einen) (PIAT solchen) (NN Übergang))) (AP (ADV viel) (ADJD größer))) ($, ,) (S (KOUS wenn) (NP (ART der) (NN Wellenvektor) (NP (ART des) (NN Elektrons))) (VP (PROAV dabei) (VVPP erhalten)) (VVFIN bleibt)) ($, ,) (S (KOKOM als) (KOUS wenn) (PP (APPR wegen) (ART der) (NN Impulserhaltung) (PP (APPRART beim) (NN Übergang))) (ADJD zusätzlich) (NP (ART ein) (NN Phonon)) (VP (VP (VVPP angeregt)) (VAINF werden)) (VMFIN muss)) ($. .)	11	p5
6	Liegt das Minimum der Elektronenparabel im Valenzband senkrecht über dem Maximum der Löcherparabel, so sind senkrechte Übergänge bereits ab Photonenenergien in der Größe der Bandlücke möglich.	(AVP (S (VVFIN Liegt) (NP (ART das) (NN Minimum) (NP (ART der) (NN Elektronenparabel))) (PP (APPRART im) (NN Valenzband)) (PP (ADJD senkrecht) (APPR über) (ART dem) (NN Maximum) (NP (ART der) (NN Löcherparabel))))) ($, ,) (S (ADV so) (VAFIN sind) (ADJA senkrechte) (NN Übergänge) (PP (ADV bereits) (APPR ab) (NN Photonenenergien) (PP (APPR in) (ART der) (NN Größe) (NP (ART der) (NN Bandlücke)))) (ADJD möglich)) ($. .)	11	p5
