version	text_id	text_domain	order_bq_1_ans	order_bq_2_ans	order_bq_3_ans	order_tq_1_ans	order_tq_2_ans	order_tq_3_ans	trial
13	p3	physics	[1, 2, 3, 4]	[1, 4, 3, 2]	[4, 2, 3, 1]	[2, 1, 3, 4]	[3, 1, 2, 4]	[3, 1, 2, 4]	2
13	b5	biology	[1, 3, 4, 2]	[4, 1, 3, 2]	[3, 1, 4, 2]	[1, 2, 4, 3]	[1, 4, 2, 3]	[3, 4, 2, 1]	3
13	p5	physics	[4, 3, 2, 1]	[2, 1, 3, 4]	[2, 4, 1, 3]	[3, 1, 4, 2]	[3, 4, 1, 2]	[4, 3, 2, 1]	4
13	b2	biology	[1, 4, 3, 2]	[2, 4, 3, 1]	[3, 1, 4, 2]	[4, 2, 1, 3]	[3, 4, 1, 2]	[2, 4, 1, 3]	5
13	p4	physics	[2, 3, 1, 4]	[3, 1, 2, 4]	[2, 1, 4, 3]	[2, 4, 1, 3]	[3, 1, 2, 4]	[4, 3, 1, 2]	6
13	b3	biology	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	[1, 4, 3, 2]	[3, 1, 2, 4]	7
13	b1	biology	[2, 1, 3, 4]	[2, 3, 1, 4]	[3, 4, 1, 2]	[2, 3, 1, 4]	[4, 3, 1, 2]	[4, 3, 1, 2]	8
13	p2	physics	[3, 4, 2, 1]	[2, 1, 4, 3]	[2, 4, 1, 3]	[2, 4, 1, 3]	[3, 1, 4, 2]	[3, 4, 2, 1]	9
13	p1	physics	[1, 4, 3, 2]	[1, 3, 2, 4]	[4, 3, 1, 2]	[4, 1, 3, 2]	[1, 3, 4, 2]	[3, 4, 2, 1]	10
13	b0	biology	[3, 2, 1, 4]	[1, 4, 2, 3]	[4, 3, 2, 1]	[4, 2, 3, 1]	[2, 3, 1, 4]	[3, 1, 2, 4]	11
13	p0	physics	[4, 2, 3, 1]	[4, 3, 1, 2]	[2, 1, 4, 3]	[1, 2, 4, 3]	[4, 1, 2, 3]	[1, 4, 3, 2]	12
14	b0	biology	[2, 1, 4, 3]	[4, 2, 3, 1]	[2, 3, 4, 1]	[1, 3, 2, 4]	[2, 1, 4, 3]	[4, 2, 1, 3]	1
14	p4	physics	[3, 1, 2, 4]	[3, 4, 2, 1]	[4, 2, 3, 1]	[4, 3, 1, 2]	[1, 3, 4, 2]	[3, 4, 2, 1]	2
14	b4	biology	[3, 4, 1, 2]	[2, 1, 3, 4]	[1, 4, 2, 3]	[2, 4, 1, 3]	[3, 4, 1, 2]	[2, 3, 1, 4]	3
14	b2	biology	[3, 4, 2, 1]	[1, 4, 2, 3]	[3, 4, 1, 2]	[3, 1, 2, 4]	[3, 4, 1, 2]	[3, 2, 4, 1]	4
14	p0	physics	[3, 4, 1, 2]	[2, 1, 4, 3]	[3, 2, 4, 1]	[2, 4, 1, 3]	[3, 1, 2, 4]	[1, 2, 3, 4]	5
14	b5	biology	[2, 4, 1, 3]	[3, 2, 1, 4]	[1, 3, 4, 2]	[1, 4, 2, 3]	[1, 2, 3, 4]	[3, 1, 2, 4]	6
14	b1	biology	[3, 1, 2, 4]	[4, 2, 3, 1]	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 3, 2, 1]	[1, 4, 2, 3]	7
14	p3	physics	[4, 2, 1, 3]	[3, 4, 2, 1]	[4, 1, 2, 3]	[4, 2, 1, 3]	[4, 1, 3, 2]	[4, 3, 2, 1]	8
14	p2	physics	[3, 2, 4, 1]	[3, 1, 2, 4]	[4, 2, 1, 3]	[1, 3, 4, 2]	[3, 1, 2, 4]	[2, 4, 3, 1]	9
14	b3	biology	[2, 4, 1, 3]	[3, 4, 1, 2]	[4, 3, 2, 1]	[3, 4, 1, 2]	[4, 1, 3, 2]	[1, 4, 3, 2]	10
14	p5	physics	[4, 2, 3, 1]	[1, 4, 3, 2]	[4, 2, 3, 1]	[3, 4, 2, 1]	[4, 2, 1, 3]	[1, 3, 2, 4]	11
14	p1	physics	[1, 4, 2, 3]	[1, 2, 4, 3]	[4, 3, 2, 1]	[3, 1, 4, 2]	[2, 3, 4, 1]	[1, 3, 2, 4]	12
15	p0	physics	[2, 3, 4, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	[1, 3, 4, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	1
15	p3	physics	[4, 1, 2, 3]	[3, 2, 1, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	[1, 3, 2, 4]	[4, 3, 2, 1]	2
15	p5	physics	[2, 1, 3, 4]	[3, 4, 1, 2]	[2, 1, 4, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 1, 2, 4]	3
15	b5	biology	[4, 3, 2, 1]	[4, 3, 1, 2]	[4, 1, 3, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	[2, 4, 1, 3]	4
15	b2	biology	[1, 4, 3, 2]	[4, 1, 3, 2]	[2, 3, 4, 1]	[4, 3, 2, 1]	[2, 4, 3, 1]	[4, 3, 2, 1]	5
15	b3	biology	[4, 1, 2, 3]	[2, 1, 3, 4]	[3, 4, 1, 2]	[2, 1, 4, 3]	[1, 4, 2, 3]	[4, 2, 3, 1]	6
15	b1	biology	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 4, 2, 3]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 4, 1, 3]	7
15	b4	biology	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	[3, 4, 1, 2]	[1, 2, 4, 3]	[2, 4, 1, 3]	8
15	p1	physics	[2, 1, 3, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[1, 2, 4, 3]	[2, 1, 4, 3]	[3, 1, 2, 4]	9
15	p2	physics	[3, 4, 2, 1]	[1, 3, 4, 2]	[1, 3, 4, 2]	[1, 3, 4, 2]	[2, 1, 4, 3]	[3, 1, 4, 2]	10
15	p4	physics	[3, 1, 2, 4]	[1, 3, 2, 4]	[2, 4, 1, 3]	[4, 2, 3, 1]	[3, 1, 2, 4]	[2, 3, 4, 1]	11
15	b0	biology	[3, 4, 1, 2]	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 3, 2, 1]	[2, 1, 3, 4]	[4, 2, 1, 3]	12
16	p0	physics	[1, 4, 3, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	[1, 3, 4, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	1
16	b5	biology	[1, 3, 2, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	[1, 4, 3, 2]	2
16	p4	physics	[3, 1, 2, 4]	[3, 1, 2, 4]	[2, 1, 4, 3]	[2, 4, 3, 1]	[4, 3, 1, 2]	[4, 3, 2, 1]	3
16	p2	physics	[1, 4, 2, 3]	[2, 3, 4, 1]	[4, 1, 3, 2]	[1, 3, 4, 2]	[3, 2, 4, 1]	[1, 3, 4, 2]	4
16	p5	physics	[3, 2, 4, 1]	[2, 1, 3, 4]	[2, 3, 1, 4]	[2, 1, 3, 4]	[2, 3, 4, 1]	[1, 4, 2, 3]	5
16	p1	physics	[2, 3, 4, 1]	[3, 1, 4, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	[4, 2, 1, 3]	[3, 4, 2, 1]	6
16	b4	biology	[3, 2, 4, 1]	[1, 4, 3, 2]	[4, 1, 3, 2]	[4, 3, 2, 1]	[1, 3, 2, 4]	[1, 2, 4, 3]	7
16	p3	physics	[4, 1, 2, 3]	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 2, 4, 3]	8
16	b1	biology	[4, 3, 2, 1]	[3, 4, 1, 2]	[2, 4, 3, 1]	[4, 1, 2, 3]	[3, 2, 4, 1]	[2, 1, 3, 4]	9
16	b0	biology	[1, 3, 4, 2]	[1, 3, 2, 4]	[3, 2, 1, 4]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	10
16	b2	biology	[2, 1, 4, 3]	[1, 4, 3, 2]	[2, 4, 1, 3]	[3, 4, 1, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	11
16	b3	biology	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	[4, 3, 2, 1]	12
17	b4	biology	[4, 3, 1, 2]	[4, 2, 3, 1]	[4, 2, 3, 1]	[2, 4, 3, 1]	[4, 2, 3, 1]	[3, 4, 2, 1]	1
17	p2	physics	[1, 2, 3, 4]	[3, 2, 4, 1]	[1, 4, 2, 3]	[3, 2, 4, 1]	[4, 2, 1, 3]	[3, 1, 2, 4]	2
17	b1	biology	[2, 1, 3, 4]	[2, 4, 1, 3]	[3, 2, 4, 1]	[3, 2, 1, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	3
17	p5	physics	[1, 3, 4, 2]	[4, 2, 3, 1]	[2, 3, 1, 4]	[3, 2, 1, 4]	[2, 1, 4, 3]	[4, 3, 1, 2]	4
17	p4	physics	[4, 3, 2, 1]	[1, 2, 4, 3]	[2, 3, 1, 4]	[1, 4, 2, 3]	[4, 3, 1, 2]	[2, 1, 3, 4]	5
17	b2	biology	[4, 2, 1, 3]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 2, 4, 1]	[2, 3, 1, 4]	[2, 1, 3, 4]	6
17	b3	biology	[2, 1, 4, 3]	[2, 4, 1, 3]	[4, 2, 1, 3]	[4, 2, 1, 3]	[4, 3, 1, 2]	[3, 1, 2, 4]	7
17	b0	biology	[4, 2, 1, 3]	[3, 1, 2, 4]	[3, 1, 4, 2]	[3, 1, 4, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	8
17	p1	physics	[3, 1, 4, 2]	[1, 3, 4, 2]	[1, 3, 2, 4]	[1, 3, 2, 4]	[3, 4, 2, 1]	[4, 2, 1, 3]	9
17	b5	biology	[4, 3, 1, 2]	[4, 3, 2, 1]	[3, 4, 1, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	10
17	p3	physics	[1, 2, 4, 3]	[3, 2, 4, 1]	[3, 2, 1, 4]	[4, 1, 3, 2]	[4, 1, 3, 2]	[2, 4, 1, 3]	11
17	p0	physics	[2, 4, 3, 1]	[2, 1, 4, 3]	[2, 3, 1, 4]	[1, 4, 3, 2]	[1, 2, 3, 4]	[4, 3, 1, 2]	12
18	p4	physics	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 1, 2, 4]	[4, 1, 2, 3]	1
18	p3	physics	[3, 1, 2, 4]	[2, 1, 4, 3]	[1, 4, 3, 2]	[1, 2, 3, 4]	[1, 2, 4, 3]	[4, 1, 2, 3]	2
18	b2	biology	[4, 2, 1, 3]	[3, 2, 1, 4]	[1, 2, 3, 4]	[4, 1, 2, 3]	[1, 4, 2, 3]	[2, 3, 4, 1]	3
18	p0	physics	[3, 4, 1, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	[1, 2, 4, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	4
18	p5	physics	[2, 4, 3, 1]	[3, 2, 1, 4]	[2, 1, 3, 4]	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 4, 2, 1]	5
18	b1	biology	[2, 4, 1, 3]	[1, 4, 2, 3]	[3, 4, 1, 2]	[2, 1, 4, 3]	[3, 4, 2, 1]	[4, 3, 1, 2]	6
18	p2	physics	[3, 4, 2, 1]	[2, 3, 1, 4]	[2, 4, 1, 3]	[1, 3, 4, 2]	[2, 4, 3, 1]	[4, 2, 3, 1]	7
18	b5	biology	[1, 4, 3, 2]	[2, 1, 4, 3]	[4, 3, 1, 2]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	8
18	b0	biology	[2, 3, 4, 1]	[4, 1, 3, 2]	[4, 1, 2, 3]	[3, 2, 1, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	9
18	p1	physics	[1, 2, 4, 3]	[4, 3, 1, 2]	[1, 2, 4, 3]	[2, 3, 4, 1]	[3, 2, 1, 4]	[2, 3, 4, 1]	10
18	b4	biology	[1, 3, 2, 4]	[3, 1, 4, 2]	[3, 2, 4, 1]	[3, 4, 1, 2]	[2, 4, 3, 1]	[3, 2, 4, 1]	11
18	b3	biology	[3, 2, 1, 4]	[2, 1, 3, 4]	[2, 3, 4, 1]	[1, 3, 2, 4]	[1, 3, 2, 4]	[2, 1, 4, 3]	12
19	p0	physics	[2, 4, 1, 3]	[1, 3, 4, 2]	[1, 3, 4, 2]	[1, 4, 2, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	1
19	p5	physics	[2, 1, 4, 3]	[4, 2, 1, 3]	[4, 2, 3, 1]	[4, 3, 2, 1]	[4, 2, 1, 3]	[2, 4, 3, 1]	2
19	b1	biology	[3, 4, 2, 1]	[1, 3, 4, 2]	[4, 3, 2, 1]	[2, 4, 3, 1]	[4, 3, 1, 2]	[2, 3, 4, 1]	3
19	p1	physics	[4, 3, 2, 1]	[3, 4, 1, 2]	[1, 3, 2, 4]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	4
19	b3	biology	[1, 2, 3, 4]	[1, 2, 4, 3]	[4, 2, 3, 1]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 1, 2, 4]	5
19	b0	biology	[3, 4, 1, 2]	[1, 4, 3, 2]	[2, 4, 1, 3]	[2, 4, 3, 1]	[3, 1, 4, 2]	[2, 1, 3, 4]	6
19	p3	physics	[1, 2, 4, 3]	[2, 3, 4, 1]	[4, 3, 2, 1]	[1, 3, 2, 4]	[4, 3, 1, 2]	[4, 3, 1, 2]	7
19	b5	biology	[4, 2, 1, 3]	[4, 1, 2, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	[4, 1, 2, 3]	[3, 4, 2, 1]	8
19	b4	biology	[1, 3, 4, 2]	[1, 4, 2, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 3, 1, 2]	9
19	p4	physics	[1, 4, 3, 2]	[1, 4, 3, 2]	[2, 4, 3, 1]	[1, 2, 4, 3]	[4, 3, 1, 2]	[2, 4, 1, 3]	10
19	b2	biology	[3, 2, 4, 1]	[1, 3, 4, 2]	[2, 4, 3, 1]	[1, 4, 3, 2]	[1, 2, 4, 3]	[4, 3, 2, 1]	11
19	p2	physics	[1, 4, 2, 3]	[3, 2, 4, 1]	[3, 1, 2, 4]	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 1, 4, 3]	12
20	p1	physics	[4, 1, 3, 2]	[1, 2, 4, 3]	[3, 2, 4, 1]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 2, 1]	1
20	p2	physics	[3, 1, 2, 4]	[2, 3, 1, 4]	[4, 1, 2, 3]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 2, 1, 4]	2
20	p0	physics	[3, 1, 4, 2]	[3, 1, 4, 2]	[4, 2, 3, 1]	[1, 4, 2, 3]	[3, 4, 1, 2]	[1, 4, 2, 3]	3
20	b0	biology	[1, 3, 2, 4]	[4, 2, 3, 1]	[2, 3, 1, 4]	[3, 1, 4, 2]	[2, 1, 3, 4]	[2, 3, 1, 4]	4
20	p5	physics	[2, 1, 4, 3]	[3, 2, 4, 1]	[1, 3, 4, 2]	[3, 4, 2, 1]	[4, 3, 2, 1]	[2, 4, 1, 3]	5
20	b2	biology	[3, 2, 4, 1]	[3, 4, 1, 2]	[3, 1, 4, 2]	[3, 4, 2, 1]	[3, 2, 4, 1]	[2, 3, 1, 4]	6
20	b1	biology	[2, 1, 3, 4]	[4, 3, 1, 2]	[2, 3, 1, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	[4, 3, 2, 1]	7
20	b5	biology	[1, 4, 2, 3]	[3, 4, 1, 2]	[1, 2, 3, 4]	[3, 4, 2, 1]	[4, 1, 2, 3]	[2, 1, 4, 3]	8
20	p3	physics	[4, 1, 3, 2]	[2, 3, 4, 1]	[2, 4, 1, 3]	[4, 2, 1, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	9
20	b4	biology	[1, 2, 4, 3]	[2, 1, 4, 3]	[1, 4, 2, 3]	[3, 4, 1, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	10
20	p4	physics	[2, 4, 1, 3]	[3, 2, 1, 4]	[3, 1, 4, 2]	[3, 1, 4, 2]	[4, 3, 2, 1]	[3, 4, 2, 1]	11
20	b3	biology	[2, 1, 3, 4]	[2, 1, 4, 3]	[4, 2, 3, 1]	[1, 3, 4, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	12
21	p5	physics	[3, 2, 1, 4]	[4, 3, 2, 1]	[1, 2, 4, 3]	[2, 1, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	1
21	b3	biology	[4, 1, 3, 2]	[1, 4, 3, 2]	[4, 1, 2, 3]	[2, 4, 3, 1]	[3, 1, 4, 2]	[4, 1, 3, 2]	2
21	p0	physics	[1, 2, 4, 3]	[1, 3, 4, 2]	[3, 2, 4, 1]	[1, 3, 2, 4]	[3, 4, 2, 1]	[1, 3, 2, 4]	3
21	p1	physics	[2, 1, 3, 4]	[2, 3, 1, 4]	[3, 4, 2, 1]	[4, 3, 2, 1]	[4, 3, 1, 2]	[3, 2, 1, 4]	4
21	b4	biology	[2, 3, 4, 1]	[2, 4, 1, 3]	[4, 2, 1, 3]	[1, 3, 4, 2]	[2, 1, 3, 4]	[1, 2, 3, 4]	5
21	b0	biology	[1, 4, 2, 3]	[2, 4, 3, 1]	[1, 4, 3, 2]	[1, 2, 3, 4]	[1, 4, 2, 3]	[1, 3, 4, 2]	6
21	p2	physics	[1, 4, 3, 2]	[3, 4, 1, 2]	[1, 4, 3, 2]	[4, 2, 1, 3]	[1, 2, 4, 3]	[2, 1, 3, 4]	7
21	p4	physics	[3, 1, 2, 4]	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 4, 3, 1]	[3, 4, 2, 1]	[2, 1, 4, 3]	8
21	b1	biology	[1, 4, 2, 3]	[2, 1, 3, 4]	[3, 4, 2, 1]	[3, 4, 1, 2]	[1, 4, 2, 3]	[1, 3, 2, 4]	9
21	p3	physics	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 3, 4, 2]	[3, 2, 4, 1]	10
21	b5	biology	[1, 4, 3, 2]	[1, 3, 4, 2]	[4, 3, 2, 1]	[3, 2, 4, 1]	[3, 2, 1, 4]	[1, 4, 3, 2]	11
21	b2	biology	[2, 1, 3, 4]	[2, 3, 1, 4]	[1, 3, 2, 4]	[1, 3, 4, 2]	[3, 4, 2, 1]	[1, 4, 2, 3]	12
22	b0	biology	[1, 2, 4, 3]	[4, 3, 2, 1]	[1, 3, 4, 2]	[4, 2, 3, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	1
22	b4	biology	[3, 2, 4, 1]	[2, 4, 1, 3]	[3, 4, 1, 2]	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	2
22	p4	physics	[2, 3, 1, 4]	[3, 1, 4, 2]	[1, 3, 2, 4]	[3, 1, 4, 2]	[2, 4, 1, 3]	[4, 2, 1, 3]	3
22	p0	physics	[1, 3, 4, 2]	[1, 3, 4, 2]	[4, 1, 3, 2]	[1, 4, 2, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	4
22	b2	biology	[1, 2, 4, 3]	[1, 2, 3, 4]	[4, 3, 1, 2]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 1, 2]	5
22	b1	biology	[4, 1, 2, 3]	[4, 3, 1, 2]	[4, 1, 2, 3]	[2, 1, 3, 4]	[3, 4, 1, 2]	[3, 4, 2, 1]	6
22	p3	physics	[1, 2, 4, 3]	[3, 1, 2, 4]	[4, 2, 1, 3]	[4, 1, 3, 2]	[3, 1, 4, 2]	[1, 3, 2, 4]	7
22	p1	physics	[2, 1, 4, 3]	[4, 1, 3, 2]	[3, 2, 4, 1]	[4, 1, 2, 3]	[3, 1, 2, 4]	[3, 1, 4, 2]	8
22	b3	biology	[2, 1, 3, 4]	[2, 3, 4, 1]	[1, 4, 2, 3]	[2, 1, 4, 3]	[2, 1, 3, 4]	[1, 3, 4, 2]	9
22	p2	physics	[1, 3, 2, 4]	[3, 2, 1, 4]	[1, 4, 2, 3]	[1, 2, 3, 4]	[2, 3, 1, 4]	[3, 2, 1, 4]	10
22	p5	physics	[4, 2, 1, 3]	[4, 2, 3, 1]	[4, 1, 3, 2]	[3, 2, 4, 1]	[2, 4, 1, 3]	[1, 2, 4, 3]	11
22	b5	biology	[4, 2, 3, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 1, 4, 3]	12
23	p4	physics	[3, 1, 2, 4]	[3, 2, 1, 4]	[3, 4, 2, 1]	[1, 3, 2, 4]	[4, 2, 1, 3]	[4, 2, 1, 3]	1
23	b3	biology	[4, 2, 3, 1]	[1, 3, 4, 2]	[2, 1, 4, 3]	[2, 1, 3, 4]	[4, 3, 1, 2]	[1, 4, 2, 3]	2
23	b4	biology	[2, 3, 1, 4]	[1, 4, 2, 3]	[3, 2, 4, 1]	[1, 3, 4, 2]	[2, 3, 1, 4]	[2, 1, 4, 3]	3
23	p2	physics	[3, 4, 1, 2]	[4, 2, 3, 1]	[2, 4, 3, 1]	[2, 4, 3, 1]	[3, 1, 4, 2]	[3, 2, 4, 1]	4
23	p5	physics	[3, 1, 2, 4]	[2, 3, 4, 1]	[3, 4, 2, 1]	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	5
23	p1	physics	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 1, 4, 2]	[2, 1, 3, 4]	[2, 4, 1, 3]	[1, 3, 2, 4]	6
23	p0	physics	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 4, 3, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	[4, 1, 3, 2]	7
23	b0	biology	[4, 1, 2, 3]	[1, 2, 4, 3]	[4, 2, 1, 3]	[3, 4, 1, 2]	[2, 4, 3, 1]	[1, 2, 4, 3]	8
23	b2	biology	[4, 3, 1, 2]	[4, 1, 2, 3]	[4, 3, 1, 2]	[1, 3, 4, 2]	[4, 3, 1, 2]	[4, 2, 3, 1]	9
23	p3	physics	[1, 4, 2, 3]	[4, 3, 1, 2]	[3, 4, 2, 1]	[2, 3, 1, 4]	[3, 2, 1, 4]	[2, 3, 1, 4]	10
23	b1	biology	[4, 2, 3, 1]	[1, 3, 4, 2]	[4, 1, 3, 2]	[4, 3, 1, 2]	[2, 4, 3, 1]	[4, 1, 3, 2]	11
23	b5	biology	[1, 2, 3, 4]	[1, 4, 3, 2]	[3, 1, 4, 2]	[1, 3, 2, 4]	[3, 2, 4, 1]	[2, 4, 1, 3]	12
24	p3	physics	[3, 2, 4, 1]	[1, 2, 3, 4]	[2, 3, 4, 1]	[1, 2, 4, 3]	[4, 3, 2, 1]	[1, 2, 4, 3]	1
24	b3	biology	[1, 2, 4, 3]	[4, 1, 3, 2]	[2, 1, 4, 3]	[3, 4, 1, 2]	[3, 2, 4, 1]	[3, 1, 2, 4]	2
24	b1	biology	[3, 4, 2, 1]	[1, 3, 2, 4]	[3, 1, 4, 2]	[3, 2, 1, 4]	[4, 1, 3, 2]	[2, 1, 3, 4]	3
24	p0	physics	[4, 2, 3, 1]	[4, 1, 3, 2]	[4, 1, 2, 3]	[2, 3, 4, 1]	[2, 1, 3, 4]	[2, 1, 3, 4]	4
24	p5	physics	[2, 4, 3, 1]	[4, 2, 1, 3]	[1, 2, 3, 4]	[3, 2, 4, 1]	[4, 2, 1, 3]	[4, 2, 3, 1]	5
24	b5	biology	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 4, 3, 1]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 1, 4, 2]	6
24	b2	biology	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 3, 2, 4]	[3, 2, 1, 4]	[3, 1, 4, 2]	[4, 2, 1, 3]	7
24	p4	physics	[1, 3, 2, 4]	[3, 1, 2, 4]	[1, 4, 2, 3]	[1, 3, 2, 4]	[1, 4, 3, 2]	[1, 3, 2, 4]	8
24	p1	physics	[2, 4, 1, 3]	[3, 1, 4, 2]	[2, 3, 4, 1]	[3, 2, 4, 1]	[1, 3, 4, 2]	[1, 3, 4, 2]	9
24	p2	physics	[1, 2, 4, 3]	[1, 4, 3, 2]	[4, 3, 1, 2]	[2, 4, 3, 1]	[1, 2, 3, 4]	[3, 4, 1, 2]	10
24	b0	biology	[2, 1, 3, 4]	[4, 1, 2, 3]	[2, 3, 1, 4]	[3, 2, 1, 4]	[2, 3, 4, 1]	[4, 3, 2, 1]	11
24	b4	biology	[4, 3, 2, 1]	[3, 1, 2, 4]	[3, 4, 2, 1]	[1, 4, 2, 3]	[1, 2, 4, 3]	[4, 3, 1, 2]	12
25	b5	biology	[2, 1, 4, 3]	[4, 1, 3, 2]	[3, 4, 1, 2]	[1, 3, 4, 2]	[4, 3, 2, 1]	[1, 3, 4, 2]	1
25	p4	physics	[3, 2, 1, 4]	[1, 2, 3, 4]	[3, 1, 2, 4]	[4, 3, 2, 1]	[4, 2, 3, 1]	[3, 4, 2, 1]	2
25	b2	biology	[3, 2, 1, 4]	[4, 3, 2, 1]	[2, 3, 1, 4]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 3, 4, 2]	3
25	p1	physics	[2, 3, 4, 1]	[3, 1, 2, 4]	[2, 3, 4, 1]	[2, 4, 1, 3]	[4, 1, 3, 2]	[3, 2, 1, 4]	4
25	p2	physics	[1, 3, 2, 4]	[4, 2, 3, 1]	[3, 2, 1, 4]	[4, 3, 1, 2]	[3, 1, 4, 2]	[4, 2, 3, 1]	5
25	p5	physics	[4, 2, 3, 1]	[3, 1, 4, 2]	[4, 2, 3, 1]	[4, 2, 1, 3]	[2, 4, 3, 1]	[2, 3, 1, 4]	6
25	b0	biology	[4, 2, 1, 3]	[3, 1, 4, 2]	[1, 2, 4, 3]	[4, 2, 1, 3]	[4, 2, 1, 3]	[4, 1, 2, 3]	7
25	b1	biology	[4, 1, 3, 2]	[4, 2, 1, 3]	[1, 2, 4, 3]	[1, 2, 3, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	8
25	p0	physics	[3, 4, 2, 1]	[3, 1, 4, 2]	[1, 4, 3, 2]	[4, 3, 1, 2]	[1, 3, 4, 2]	[1, 4, 2, 3]	9
25	b3	biology	[3, 2, 4, 1]	[4, 3, 1, 2]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	[4, 2, 1, 3]	10
25	p3	physics	[4, 1, 3, 2]	[4, 3, 1, 2]	[3, 2, 1, 4]	[2, 3, 4, 1]	[4, 3, 1, 2]	[2, 4, 3, 1]	11
25	b4	biology	[3, 2, 1, 4]	[4, 1, 2, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	[3, 2, 4, 1]	[2, 4, 3, 1]	12
26	p3	physics	[4, 3, 2, 1]	[1, 4, 3, 2]	[4, 1, 3, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	[3, 4, 1, 2]	1
26	b1	biology	[1, 3, 4, 2]	[3, 2, 1, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	[2, 1, 3, 4]	[3, 1, 2, 4]	2
26	p5	physics	[1, 4, 2, 3]	[3, 1, 2, 4]	[3, 1, 4, 2]	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 2, 3, 4]	3
